Day,Time,Timestamp,Count 1204,Count 0412,Count 0221,Count 0212,Count 0222,,1204,round,0412,round,0221,round,0212,round,0222,round
2019-08-16,12:30,2019-08-16 12:30,0,0,0,0,0,,2019-09-09 09:34,2019-09-09 09:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,13:00,2019-08-16 13:00,0,0,1,0,0,,2019-09-09 09:57,2019-09-09 09:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,13:30,2019-08-16 13:30,0,0,0,0,0,,2019-09-09 15:03,2019-09-09 15:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,14:00,2019-08-16 14:00,0,0,0,1,0,,2019-09-10 07:13,2019-09-10 07:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,14:30,2019-08-16 14:30,0,0,0,0,0,,2019-09-10 07:35,2019-09-10 07:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,15:00,2019-08-16 15:00,0,1,0,1,0,,2019-09-10 08:46,2019-09-10 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,15:30,2019-08-16 15:30,0,0,0,1,0,,2019-09-11 07:46,2019-09-11 07:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,16:00,2019-08-16 16:00,0,0,1,0,1,,2019-09-11 08:10,2019-09-11 08:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,16:30,2019-08-16 16:30,0,0,0,0,0,,2019-09-11 08:45,2019-09-11 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,17:00,2019-08-16 17:00,0,0,0,0,0,,2019-09-11 09:28,2019-09-11 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,17:30,2019-08-16 17:30,0,0,0,0,1,,2019-09-11 09:28,2019-09-11 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,18:00,2019-08-16 18:00,0,0,0,1,0,,2019-09-11 09:47,2019-09-11 09:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,18:30,2019-08-16 18:30,0,0,0,3,0,,2019-09-11 11:16,2019-09-11 11:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,19:00,2019-08-16 19:00,0,0,0,0,0,,2019-09-11 16:28,2019-09-11 16:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,19:30,2019-08-16 19:30,1,0,0,0,0,,2019-09-12 11:12,2019-09-12 11:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,20:00,2019-08-16 20:00,0,0,0,0,0,,2019-09-13 08:20,2019-09-13 08:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,20:30,2019-08-16 20:30,0,0,0,0,0,,2019-09-13 08:31,2019-09-13 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-16,21:00,2019-08-16 21:00,0,0,0,0,0,,2019-09-13 08:53,2019-09-13 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,07:00,2019-08-19 07:00,1,0,0,0,0,,2019-09-13 08:58,2019-09-13 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,07:30,2019-08-19 07:30,1,0,0,0,0,,2019-09-13 09:09,2019-09-13 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,08:00,2019-08-19 08:00,0,0,0,0,0,,2019-09-13 10:47,2019-09-13 10:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,08:30,2019-08-19 08:30,0,0,1,0,0,,2019-09-13 10:55,2019-09-13 10:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,09:00,2019-08-19 09:00,0,0,0,0,0,,2019-09-13 16:53,2019-09-13 16:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,09:30,2019-08-19 09:30,0,0,0,0,0,,2019-09-16 08:41,2019-09-16 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,10:00,2019-08-19 10:00,0,0,0,0,0,,2019-09-16 08:50,2019-09-16 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,10:30,2019-08-19 10:30,1,0,0,0,0,,2019-09-16 09:05,2019-09-16 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,11:00,2019-08-19 11:00,0,0,0,0,0,,2019-09-16 11:36,2019-09-16 11:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,11:30,2019-08-19 11:30,0,0,0,0,0,,2019-09-16 12:46,2019-09-16 12:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,12:00,2019-08-19 12:00,0,0,0,0,0,,2019-09-17 08:02,2019-09-17 08:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,12:30,2019-08-19 12:30,0,0,0,0,0,,2019-09-17 08:45,2019-09-17 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,13:00,2019-08-19 13:00,0,0,0,1,0,,2019-09-17 08:49,2019-09-17 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,13:30,2019-08-19 13:30,0,0,0,0,0,,2019-09-17 09:56,2019-09-17 09:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,14:00,2019-08-19 14:00,0,0,0,0,0,,2019-09-18 08:07,2019-09-18 08:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,14:30,2019-08-19 14:30,0,0,0,1,0,,2019-09-18 11:16,2019-09-18 11:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,15:00,2019-08-19 15:00,0,0,0,0,2,,2019-09-18 12:14,2019-09-18 12:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,15:30,2019-08-19 15:30,0,0,1,0,2,,2019-09-18 12:35,2019-09-18 12:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,16:00,2019-08-19 16:00,0,0,1,0,1,,2019-09-18 17:10,2019-09-18 17:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,16:30,2019-08-19 16:30,0,0,0,0,0,,2019-09-19 08:55,2019-09-19 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,17:00,2019-08-19 17:00,0,0,0,0,0,,2019-09-19 10:14,2019-09-19 10:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,17:30,2019-08-19 17:30,0,0,0,0,1,,2019-09-19 10:48,2019-09-19 10:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,18:00,2019-08-19 18:00,0,1,0,0,0,,2019-09-19 12:36,2019-09-19 12:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,18:30,2019-08-19 18:30,0,0,0,0,0,,2019-09-19 12:37,2019-09-19 12:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,19:00,2019-08-19 19:00,0,0,0,0,0,,2019-09-19 14:18,2019-09-19 14:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,19:30,2019-08-19 19:30,0,0,0,0,0,,2019-09-19 16:44,2019-09-19 16:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,20:00,2019-08-19 20:00,0,0,0,0,0,,2019-09-20 08:31,2019-09-20 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,20:30,2019-08-19 20:30,0,0,0,0,0,,2019-09-20 09:02,2019-09-20 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-19,21:00,2019-08-19 21:00,0,0,0,0,0,,2019-09-20 09:27,2019-09-20 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,07:00,2019-08-20 07:00,1,0,0,0,0,,2019-09-20 09:33,2019-09-20 09:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,07:30,2019-08-20 07:30,0,0,1,0,0,,2019-09-20 11:37,2019-09-20 11:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,08:00,2019-08-20 08:00,0,0,0,0,0,,2019-09-20 13:09,2019-09-20 13:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,08:30,2019-08-20 08:30,1,1,0,0,0,,2019-09-20 13:10,2019-09-20 13:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,09:00,2019-08-20 09:00,0,0,0,0,0,,2019-09-23 07:58,2019-09-23 07:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,09:30,2019-08-20 09:30,1,0,0,0,0,,2019-09-23 08:36,2019-09-23 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,10:00,2019-08-20 10:00,0,0,0,0,0,,2019-09-23 09:42,2019-09-23 09:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,10:30,2019-08-20 10:30,0,0,0,0,0,,2019-09-23 11:38,2019-09-23 11:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,11:00,2019-08-20 11:00,1,0,0,0,0,,2019-09-23 11:39,2019-09-23 11:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,11:30,2019-08-20 11:30,0,0,0,0,0,,2019-09-23 12:51,2019-09-23 12:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,12:00,2019-08-20 12:00,0,0,0,0,0,,2019-09-23 14:20,2019-09-23 14:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,12:30,2019-08-20 12:30,1,0,0,0,0,,2019-09-24 07:49,2019-09-24 07:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,13:00,2019-08-20 13:00,0,0,0,0,0,,2019-09-24 09:09,2019-09-24 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,13:30,2019-08-20 13:30,0,0,0,0,0,,2019-09-25 08:16,2019-09-25 08:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,14:00,2019-08-20 14:00,0,1,0,0,0,,2019-09-25 08:22,2019-09-25 08:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,14:30,2019-08-20 14:30,0,0,0,1,0,,2019-09-25 08:41,2019-09-25 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,15:00,2019-08-20 15:00,0,0,0,0,2,,2019-09-25 08:48,2019-09-25 08:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,15:30,2019-08-20 15:30,0,1,0,0,1,,2019-09-25 09:03,2019-09-25 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,16:00,2019-08-20 16:00,0,0,0,0,0,,2019-09-25 12:40,2019-09-25 12:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,16:30,2019-08-20 16:30,0,1,0,0,0,,2019-09-25 14:14,2019-09-25 14:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,17:00,2019-08-20 17:00,0,0,1,0,0,,2019-09-26 12:28,2019-09-26 12:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,17:30,2019-08-20 17:30,0,0,0,0,0,,2019-09-26 12:38,2019-09-26 12:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,18:00,2019-08-20 18:00,0,0,0,0,1,,2019-09-26 13:10,2019-09-26 13:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,18:30,2019-08-20 18:30,0,0,0,0,0,,2019-09-27 09:15,2019-09-27 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,19:00,2019-08-20 19:00,0,0,0,1,0,,2019-09-27 09:15,2019-09-27 09:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,19:30,2019-08-20 19:30,0,0,0,0,0,,2019-09-27 09:42,2019-09-27 09:30,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,20:00,2019-08-20 20:00,0,0,0,0,0,,2019-09-27 10:15,2019-09-27 10:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,20:30,2019-08-20 20:30,0,0,0,0,0,,2019-09-27 10:16,2019-09-27 10:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-20,21:00,2019-08-20 21:00,0,0,0,0,0,,2019-09-27 11:05,2019-09-27 11:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-21,07:00,2019-08-21 07:00,0,0,0,0,0,,2019-09-27 12:27,2019-09-27 12:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-21,07:30,2019-08-21 07:30,1,0,0,0,0,,2019-09-27 16:16,2019-09-27 16:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00,,1900-01-00 00:00
2019-08-21,08:00,2019-08-21 08:00,0,0,0,0,0,,,,,,,,,,,
2019-08-21,08:30,2019-08-21 08:30,0,0,1,0,0,,,,,,,,,,,
2019-08-21,09:00,2019-08-21 09:00,2,0,0,0,0,,,,,,,,,,,
2019-08-21,09:30,2019-08-21 09:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,10:00,2019-08-21 10:00,0,0,0,0,0,,,,,,,,,,,
2019-08-21,10:30,2019-08-21 10:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,11:00,2019-08-21 11:00,0,0,0,0,0,,,,,,,,,,,
2019-08-21,11:30,2019-08-21 11:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,12:00,2019-08-21 12:00,0,0,0,2,0,,,,,,,,,,,
2019-08-21,12:30,2019-08-21 12:30,1,0,0,0,1,,,,,,,,,,,
2019-08-21,13:00,2019-08-21 13:00,0,0,0,1,0,,,,,,,,,,,
2019-08-21,13:30,2019-08-21 13:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,14:00,2019-08-21 14:00,0,0,0,0,0,,,,,,,,,,,
2019-08-21,14:30,2019-08-21 14:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,15:00,2019-08-21 15:00,1,0,0,0,0,,,,,,,,,,,
2019-08-21,15:30,2019-08-21 15:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,16:00,2019-08-21 16:00,0,2,0,2,0,,,,,,,,,,,
2019-08-21,16:30,2019-08-21 16:30,0,1,0,0,0,,,,,,,,,,,
2019-08-21,17:00,2019-08-21 17:00,0,0,0,0,0,,,,,,,,,,,
2019-08-21,17:30,2019-08-21 17:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,18:00,2019-08-21 18:00,0,0,0,0,0,,,,,,,,,,,
2019-08-21,18:30,2019-08-21 18:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,19:00,2019-08-21 19:00,0,0,0,0,0,,,,,,,,,,,
2019-08-21,19:30,2019-08-21 19:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,20:00,2019-08-21 20:00,0,0,0,1,0,,,,,,,,,,,
2019-08-21,20:30,2019-08-21 20:30,0,0,0,0,0,,,,,,,,,,,
2019-08-21,21:00,2019-08-21 21:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,07:00,2019-08-22 07:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,07:30,2019-08-22 07:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,08:00,2019-08-22 08:00,0,0,1,0,0,,,,,,,,,,,
2019-08-22,08:30,2019-08-22 08:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,09:00,2019-08-22 09:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,09:30,2019-08-22 09:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,10:00,2019-08-22 10:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,10:30,2019-08-22 10:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,11:00,2019-08-22 11:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,11:30,2019-08-22 11:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,12:00,2019-08-22 12:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,12:30,2019-08-22 12:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,13:00,2019-08-22 13:00,0,0,0,0,1,,,,,,,,,,,
2019-08-22,13:30,2019-08-22 13:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,14:00,2019-08-22 14:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,14:30,2019-08-22 14:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,15:00,2019-08-22 15:00,0,0,0,1,0,,,,,,,,,,,
2019-08-22,15:30,2019-08-22 15:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,16:00,2019-08-22 16:00,0,1,0,0,0,,,,,,,,,,,
2019-08-22,16:30,2019-08-22 16:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,17:00,2019-08-22 17:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,17:30,2019-08-22 17:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,18:00,2019-08-22 18:00,0,0,0,0,0,,,,,,,,,,,
2019-08-22,18:30,2019-08-22 18:30,0,0,0,0,0,,,,,,,,,,,
2019-08-22,19:00,2019-08-22 19:00,0,0,1,0,0,,,,,,,,,,,
2019-08-22,19:30,2019-08-22 19:30,0,0,0,1,0,,,,,,,,,,,
2019-08-22,20:00,2019-08-22 20:00,0,0,0,1,1,,,,,,,,,,,
2019-08-22,20:30,2019-08-22 20:30,0,0,0,0,1,,,,,,,,,,,
2019-08-22,21:00,2019-08-22 21:00,0,0,0,0,0,,,,,,,,,,,
2019-08-23,07:00,2019-08-23 07:00,0,0,0,0,0,,,,,,,,,,,
2019-08-23,07:30,2019-08-23 07:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,08:00,2019-08-23 08:00,0,0,0,0,0,,,,,,,,,,,
2019-08-23,08:30,2019-08-23 08:30,1,0,0,0,0,,,,,,,,,,,
2019-08-23,09:00,2019-08-23 09:00,1,0,0,0,0,,,,,,,,,,,
2019-08-23,09:30,2019-08-23 09:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,10:00,2019-08-23 10:00,1,0,0,0,0,,,,,,,,,,,
2019-08-23,10:30,2019-08-23 10:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,11:00,2019-08-23 11:00,0,0,0,0,0,,,,,,,,,,,
2019-08-23,11:30,2019-08-23 11:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,12:00,2019-08-23 12:00,0,0,0,0,0,,,,,,,,,,,
2019-08-23,12:30,2019-08-23 12:30,1,0,0,0,0,,,,,,,,,,,
2019-08-23,13:00,2019-08-23 13:00,0,0,0,1,0,,,,,,,,,,,
2019-08-23,13:30,2019-08-23 13:30,0,1,0,0,0,,,,,,,,,,,
2019-08-23,14:00,2019-08-23 14:00,0,0,0,0,1,,,,,,,,,,,
2019-08-23,14:30,2019-08-23 14:30,0,0,1,0,0,,,,,,,,,,,
2019-08-23,15:00,2019-08-23 15:00,0,0,1,1,0,,,,,,,,,,,
2019-08-23,15:30,2019-08-23 15:30,1,0,0,0,0,,,,,,,,,,,
2019-08-23,16:00,2019-08-23 16:00,0,1,0,0,0,,,,,,,,,,,
2019-08-23,16:30,2019-08-23 16:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,17:00,2019-08-23 17:00,0,2,0,0,0,,,,,,,,,,,
2019-08-23,17:30,2019-08-23 17:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,18:00,2019-08-23 18:00,0,0,0,1,0,,,,,,,,,,,
2019-08-23,18:30,2019-08-23 18:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,19:00,2019-08-23 19:00,0,0,0,0,0,,,,,,,,,,,
2019-08-23,19:30,2019-08-23 19:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,20:00,2019-08-23 20:00,0,0,0,0,0,,,,,,,,,,,
2019-08-23,20:30,2019-08-23 20:30,0,0,0,0,0,,,,,,,,,,,
2019-08-23,21:00,2019-08-23 21:00,0,0,0,0,0,,,,,,,,,,,
2019-08-26,07:00,2019-08-26 07:00,0,0,0,0,0,,,,,,,,,,,
2019-08-26,07:30,2019-08-26 07:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,08:00,2019-08-26 08:00,0,0,0,0,0,,,,,,,,,,,
2019-08-26,08:30,2019-08-26 08:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,09:00,2019-08-26 09:00,3,0,0,0,0,,,,,,,,,,,
2019-08-26,09:30,2019-08-26 09:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,10:00,2019-08-26 10:00,0,0,0,0,0,,,,,,,,,,,
2019-08-26,10:30,2019-08-26 10:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,11:00,2019-08-26 11:00,0,1,0,0,0,,,,,,,,,,,
2019-08-26,11:30,2019-08-26 11:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,12:00,2019-08-26 12:00,0,0,0,0,0,,,,,,,,,,,
2019-08-26,12:30,2019-08-26 12:30,1,0,0,0,0,,,,,,,,,,,
2019-08-26,13:00,2019-08-26 13:00,0,0,0,0,0,,,,,,,,,,,
2019-08-26,13:30,2019-08-26 13:30,0,1,0,0,0,,,,,,,,,,,
2019-08-26,14:00,2019-08-26 14:00,0,0,0,0,0,,,,,,,,,,,
2019-08-26,14:30,2019-08-26 14:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,15:00,2019-08-26 15:00,0,0,0,1,0,,,,,,,,,,,
2019-08-26,15:30,2019-08-26 15:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,16:00,2019-08-26 16:00,0,0,0,1,1,,,,,,,,,,,
2019-08-26,16:30,2019-08-26 16:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,17:00,2019-08-26 17:00,0,0,0,0,0,,,,,,,,,,,
2019-08-26,17:30,2019-08-26 17:30,0,0,0,0,1,,,,,,,,,,,
2019-08-26,18:00,2019-08-26 18:00,0,0,1,0,0,,,,,,,,,,,
2019-08-26,18:30,2019-08-26 18:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,19:00,2019-08-26 19:00,0,0,0,1,0,,,,,,,,,,,
2019-08-26,19:30,2019-08-26 19:30,0,0,0,0,1,,,,,,,,,,,
2019-08-26,20:00,2019-08-26 20:00,0,0,0,0,1,,,,,,,,,,,
2019-08-26,20:30,2019-08-26 20:30,0,0,0,0,0,,,,,,,,,,,
2019-08-26,21:00,2019-08-26 21:00,0,0,0,0,0,,,,,,,,,,,
2019-08-27,07:00,2019-08-27 07:00,0,0,0,0,0,,,,,,,,,,,
2019-08-27,07:30,2019-08-27 07:30,0,0,0,0,0,,,,,,,,,,,
2019-08-27,08:00,2019-08-27 08:00,0,0,0,0,0,,,,,,,,,,,
2019-08-27,08:30,2019-08-27 08:30,2,0,0,0,0,,,,,,,,,,,
2019-08-27,09:00,2019-08-27 09:00,2,0,0,0,0,,,,,,,,,,,
2019-08-27,09:30,2019-08-27 09:30,0,0,0,0,0,,,,,,,,,,,
2019-08-27,10:00,2019-08-27 10:00,0,0,0,0,0,,,,,,,,,,,
2019-08-27,10:30,2019-08-27 10:30,0,0,0,0,0,,,,,,,,,,,
2019-08-27,11:00,2019-08-27 11:00,0,0,0,0,0,,,,,,,,,,,
2019-08-27,11:30,2019-08-27 11:30,0,0,0,0,0,,,,,,,,,,,
2019-08-27,12:00,2019-08-27 12:00,0,1,0,0,0,,,,,,,,,,,
2019-08-27,12:30,2019-08-27 12:30,0,0,0,0,0,,,,,,,,,,,
2019-08-27,13:00,2019-08-27 13:00,1,0,0,0,0,,,,,,,,,,,
2019-08-27,13:30,2019-08-27 13:30,0,0,0,0,0,,,,,,,,,,,
2019-08-27,14:00,2019-08-27 14:00,0,0,0,0,0,,,,,,,,,,,
2019-08-27,14:30,2019-08-27 14:30,0,0,1,0,0,,,,,,,,,,,
2019-08-27,15:00,2019-08-27 15:00,0,0,0,1,1,,,,,,,,,,,
2019-08-27,15:30,2019-08-27 15:30,0,1,1,0,1,,,,,,,,,,,
2019-08-27,16:00,2019-08-27 16:00,0,0,1,0,0,,,,,,,,,,,
2019-08-27,16:30,2019-08-27 16:30,0,0,0,0,0,,,,,,,,,,,
2019-08-27,17:00,2019-08-27 17:00,0,1,0,1,0,,,,,,,,,,,
2019-08-27,17:30,2019-08-27 17:30,0,0,0,0,0,,,,,,,,,,,
2019-08-27,18:00,2019-08-27 18:00,0,0,1,0,0,,,,,,,,,,,
