date,time,timestamp,date_of_week,hour,quarter_of_year,month,day_of_year,day_of_month,week_of_year,is_lunch_break,is_class_time,is_weekday,is_Thai_holiday,is_exam_period,academic_calendar,weather_condition,temperature_normalized,humidity_normalized,wind_speed_normalized,pressure_normalized,count_1204,count_0412,count_1211
1/1/2019,07:00,1/1/2019 07:00,3,7,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-3.350045854,0.568931682,-0.656475264,2.792733916,0,0,0
1/1/2019,08:00,1/1/2019 08:00,3,8,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-3.350045854,0.568931682,-0.117538581,3.102624762,0,0,0
1/1/2019,09:00,1/1/2019 09:00,3,9,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-2.797979096,0.290935744,-0.387006922,3.102624762,0,0,0
1/1/2019,10:00,1/1/2019 10:00,3,10,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-2.429934591,0.012939806,-0.656475264,3.102624762,0,0,0
1/1/2019,11:00,1/1/2019 11:00,3,11,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-1.693845581,-0.543052071,-2.273285312,3.102624762,0,0,0
1/1/2019,12:00,1/1/2019 12:00,3,12,1,1,1,1,1,YES,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-1.325801076,-0.473553087,-0.117538581,2.48284307,0,0,0
1/1/2019,13:00,1/1/2019 13:00,3,13,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-1.141778824,-0.751549025,0.151929761,2.172952224,0,0,0
1/1/2019,14:00,1/1/2019 14:00,3,14,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-1.141778824,-0.960045979,0.960334785,1.863061378,0,0,0
1/1/2019,15:00,1/1/2019 15:00,3,15,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-0.773734319,-0.960045979,0.151929761,1.553170533,0,0,0
1/1/2019,16:00,1/1/2019 16:00,3,16,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-0.773734319,-0.960045979,0.960334785,1.553170533,0,0,0
1/1/2019,17:00,1/1/2019 17:00,3,17,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-1.141778824,-0.960045979,0.421398102,1.553170533,0,0,0
1/1/2019,18:00,1/1/2019 18:00,3,18,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-1.141778824,-0.960045979,-0.387006922,1.863061378,0,0,0
1/1/2019,19:00,1/1/2019 19:00,3,19,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-1.325801076,-0.473553087,-0.656475264,1.863061378,0,0,0
1/1/2019,20:00,1/1/2019 20:00,3,20,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,Fair,-1.693845581,-0.265056133,-0.656475264,2.172952224,0,0,0
2/1/2019,07:00,2/1/2019 07:00,4,7,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-2.982001349,0.290935744,0.960334785,2.172952224,0,0,1
2/1/2019,08:00,2/1/2019 08:00,4,8,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-2.982001349,0.290935744,0.960334785,2.48284307,0,0,0
2/1/2019,09:00,2/1/2019 09:00,4,9,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-2.797979096,0.012939806,0.960334785,2.792733916,0,0,0
2/1/2019,10:00,2/1/2019 10:00,4,10,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-2.061890086,-0.265056133,-0.117538581,2.792733916,0,0,0
2/1/2019,11:00,2/1/2019 11:00,4,11,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.693845581,-0.543052071,-0.656475264,2.792733916,0,0,0
2/1/2019,12:00,2/1/2019 12:00,4,12,1,1,2,2,1,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.141778824,-0.751549025,-0.656475264,2.48284307,0,0,0
2/1/2019,13:00,2/1/2019 13:00,4,13,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-0.773734319,-0.960045979,-0.656475264,1.863061378,0,0,0
2/1/2019,14:00,2/1/2019 14:00,4,14,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-0.773734319,-0.960045979,0.960334785,1.553170533,0,0,0
2/1/2019,15:00,2/1/2019 15:00,4,15,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-0.773734319,-1.168542933,0.151929761,1.243279687,0,0,0
2/1/2019,16:00,2/1/2019 16:00,4,16,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-0.405689813,-1.377039886,0.960334785,1.243279687,0,0,0
2/1/2019,17:00,2/1/2019 17:00,4,17,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-0.405689813,-1.377039886,-0.117538581,1.553170533,0,0,0
2/1/2019,18:00,2/1/2019 18:00,4,18,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-0.773734319,-1.168542933,-0.656475264,1.863061378,0,0,0
2/1/2019,19:00,2/1/2019 19:00,4,19,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.141778824,-0.751549025,-0.387006922,1.863061378,0,0,0
2/1/2019,20:00,2/1/2019 20:00,4,20,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.325801076,-0.473553087,-0.387006922,2.172952224,0,0,0
3/1/2019,07:00,3/1/2019 07:00,5,7,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Partly Cloudy,-2.797979096,0.290935744,-0.387006922,2.172952224,0,0,2
3/1/2019,08:00,3/1/2019 08:00,5,8,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-2.429934591,-0.265056133,0.151929761,2.48284307,0,0,0
3/1/2019,09:00,3/1/2019 09:00,5,9,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-2.429934591,0.012939806,0.421398102,2.792733916,0,0,0
3/1/2019,10:00,3/1/2019 10:00,5,10,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-2.061890086,-0.265056133,1.229803127,2.792733916,0,0,0
3/1/2019,11:00,3/1/2019 11:00,5,11,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,-0.543052071,1.499271468,2.792733916,0,0,0
3/1/2019,12:00,3/1/2019 12:00,5,12,1,1,3,3,1,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,-0.543052071,1.229803127,2.48284307,0,0,0
3/1/2019,13:00,3/1/2019 13:00,5,13,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,-0.543052071,0.960334785,2.172952224,0,0,0
3/1/2019,14:00,3/1/2019 14:00,5,14,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,-0.265056133,0.960334785,1.863061378,0,0,0
3/1/2019,15:00,3/1/2019 15:00,5,15,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,-0.473553087,0.151929761,1.553170533,0,0,0
3/1/2019,16:00,3/1/2019 16:00,5,16,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,-0.473553087,-0.117538581,1.553170533,0,0,0
3/1/2019,17:00,3/1/2019 17:00,5,17,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,-0.751549025,0.151929761,1.553170533,0,0,0
3/1/2019,18:00,3/1/2019 18:00,5,18,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,-0.543052071,-0.117538581,1.863061378,0,0,0
3/1/2019,19:00,3/1/2019 19:00,5,19,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,-0.751549025,-0.117538581,2.172952224,0,0,0
3/1/2019,20:00,3/1/2019 20:00,5,20,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,-0.751549025,0.151929761,2.172952224,0,0,0
4/1/2019,07:00,4/1/2019 07:00,6,7,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-2.429934591,0.290935744,-0.387006922,1.553170533,0,0,0
4/1/2019,08:00,4/1/2019 08:00,6,8,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-2.061890086,0.012939806,-0.387006922,2.172952224,0,0,0
4/1/2019,09:00,4/1/2019 09:00,6,9,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,-0.265056133,0.151929761,2.48284307,0,0,0
4/1/2019,10:00,4/1/2019 10:00,6,10,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,-0.265056133,0.151929761,2.48284307,0,0,0
4/1/2019,11:00,4/1/2019 11:00,6,11,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,-0.265056133,0.421398102,2.48284307,0,0,0
4/1/2019,12:00,4/1/2019 12:00,6,12,1,1,4,4,1,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.141778824,-0.473553087,0.421398102,2.172952224,0,0,0
4/1/2019,13:00,4/1/2019 13:00,6,13,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.141778824,-0.195557148,0.151929761,1.863061378,0,0,0
4/1/2019,14:00,4/1/2019 14:00,6,14,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.141778824,-0.195557148,0.960334785,1.553170533,0,0,0
4/1/2019,15:00,4/1/2019 15:00,6,15,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.141778824,-0.195557148,0.421398102,1.243279687,0,0,0
4/1/2019,16:00,4/1/2019 16:00,6,16,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.325801076,0.012939806,-0.117538581,1.243279687,0,1,0
4/1/2019,17:00,4/1/2019 17:00,6,17,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.325801076,0.012939806,-0.117538581,1.243279687,0,0,0
4/1/2019,18:00,4/1/2019 18:00,6,18,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.325801076,0.012939806,0.421398102,1.243279687,0,0,0
4/1/2019,19:00,4/1/2019 19:00,6,19,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.325801076,-0.265056133,0.151929761,1.553170533,0,0,0
4/1/2019,20:00,4/1/2019 20:00,6,20,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,-1.325801076,-0.265056133,0.151929761,1.863061378,0,0,0
5/1/2019,07:00,5/1/2019 07:00,7,7,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-2.061890086,0.638430667,-0.925943605,1.553170533,0,0,0
5/1/2019,08:00,5/1/2019 08:00,7,8,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,0.290935744,-0.387006922,1.553170533,0,0,0
5/1/2019,09:00,5/1/2019 09:00,7,9,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,0.290935744,0.151929761,1.863061378,0,0,0
5/1/2019,10:00,5/1/2019 10:00,7,10,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-2.061890086,0.638430667,-0.117538581,2.172952224,0,0,0
5/1/2019,11:00,5/1/2019 11:00,7,11,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,0.290935744,-0.656475264,2.172952224,0,0,0
5/1/2019,12:00,5/1/2019 12:00,7,12,1,1,5,5,1,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.693845581,0.638430667,-0.656475264,1.863061378,0,0,0
5/1/2019,13:00,5/1/2019 13:00,7,13,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,0.360434729,-0.387006922,1.553170533,0,0,0
5/1/2019,14:00,5/1/2019 14:00,7,14,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.141778824,0.08243879,0.151929761,1.243279687,0,0,0
5/1/2019,15:00,5/1/2019 15:00,7,15,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,0.360434729,0.151929761,0.933388841,0,0,0
5/1/2019,16:00,5/1/2019 16:00,7,16,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,0.360434729,-0.656475264,0.933388841,0,0,0
5/1/2019,17:00,5/1/2019 17:00,7,17,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,0.360434729,-0.387006922,1.243279687,0,0,0
5/1/2019,18:00,5/1/2019 18:00,7,18,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,0.360434729,-0.117538581,1.243279687,0,0,0
5/1/2019,19:00,5/1/2019 19:00,7,19,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,0.638430667,-0.387006922,1.243279687,0,0,0
5/1/2019,20:00,5/1/2019 20:00,7,20,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.325801076,0.638430667,-0.656475264,1.553170533,0,0,0
6/1/2019,07:00,6/1/2019 07:00,1,7,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fog,-2.429934591,2.028410359,-1.464880288,1.553170533,0,0,0
6/1/2019,08:00,6/1/2019 08:00,1,8,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fog,-2.429934591,2.028410359,-1.464880288,1.863061378,0,0,0
6/1/2019,09:00,6/1/2019 09:00,1,9,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fog,-2.061890086,1.680915436,-0.925943605,2.172952224,0,0,0
6/1/2019,10:00,6/1/2019 10:00,1,10,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fog,-1.693845581,1.263921528,-1.464880288,2.172952224,0,0,0
6/1/2019,11:00,6/1/2019 11:00,1,11,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-1.141778824,0.98592559,-0.925943605,2.172952224,0,0,0
6/1/2019,12:00,6/1/2019 12:00,1,12,1,1,6,6,1,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,-0.773734319,0.360434729,-2.273285312,1.863061378,0,0,0
6/1/2019,13:00,6/1/2019 13:00,1,13,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,-0.405689813,0.08243879,-1.464880288,1.553170533,0,0,0
6/1/2019,14:00,6/1/2019 14:00,1,14,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,-0.037645308,-0.195557148,-1.464880288,1.243279687,0,0,0
6/1/2019,15:00,6/1/2019 15:00,1,15,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,-0.037645308,-0.195557148,-2.273285312,0.933388841,0,0,0
6/1/2019,16:00,6/1/2019 16:00,1,16,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,0.514421449,-0.68205004,-2.273285312,0.933388841,0,0,0
6/1/2019,17:00,6/1/2019 17:00,1,17,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,0.330399197,-0.68205004,-0.656475264,0.933388841,0,0,0
6/1/2019,18:00,6/1/2019 18:00,1,18,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,-0.037645308,-0.473553087,-2.273285312,0.933388841,0,0,0
6/1/2019,19:00,6/1/2019 19:00,1,19,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,-0.773734319,0.638430667,-0.656475264,1.243279687,0,0,0
6/1/2019,20:00,6/1/2019 20:00,1,20,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,-1.141778824,0.98592559,-0.656475264,1.243279687,0,0,0
7/1/2019,07:00,7/1/2019 07:00,2,7,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-2.061890086,1.680915436,-1.464880288,1.243279687,0,0,1
7/1/2019,08:00,7/1/2019 08:00,2,8,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-2.061890086,1.263921528,-0.925943605,1.553170533,2,0,0
7/1/2019,11:00,7/1/2019 11:00,2,11,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-1.693845581,1.263921528,-0.925943605,1.553170533,1,0,0
7/1/2019,12:00,7/1/2019 12:00,2,12,1,1,7,7,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-1.141778824,0.98592559,-0.387006922,1.863061378,1,2,0
7/1/2019,13:00,7/1/2019 13:00,2,13,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.405689813,0.360434729,0.960334785,1.553170533,1,0,0
7/1/2019,09:00,7/1/2019 09:00,2,9,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.037645308,0.08243879,0.421398102,1.243279687,0,1,0
7/1/2019,10:00,7/1/2019 10:00,2,10,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.037645308,0.08243879,-0.117538581,0.933388841,0,0,0
7/1/2019,14:00,7/1/2019 14:00,2,14,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,0.330399197,-0.195557148,0.151929761,0.623497995,0,1,0
7/1/2019,15:00,7/1/2019 15:00,2,15,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,0.330399197,-0.195557148,0.151929761,0.313607149,0,0,0
7/1/2019,16:00,7/1/2019 16:00,2,16,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,0.330399197,-0.195557148,-0.387006922,0.313607149,0,0,0
7/1/2019,17:00,7/1/2019 17:00,2,17,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,0.330399197,-0.404054102,-0.117538581,0.313607149,0,0,0
7/1/2019,18:00,7/1/2019 18:00,2,18,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.037645308,-0.195557148,-0.925943605,0.623497995,0,0,0
7/1/2019,19:00,7/1/2019 19:00,2,19,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.405689813,0.360434729,-1.734348629,0.933388841,0,0,0
7/1/2019,20:00,7/1/2019 20:00,2,20,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.405689813,0.08243879,-2.273285312,0.933388841,0,0,0
8/1/2019,07:00,8/1/2019 07:00,3,7,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-2.061890086,1.680915436,-1.464880288,1.243279687,0,0,1
8/1/2019,09:00,8/1/2019 09:00,3,9,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-2.061890086,1.263921528,-0.925943605,1.553170533,2,0,0
8/1/2019,08:00,8/1/2019 08:00,3,8,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-1.693845581,1.263921528,-0.925943605,1.553170533,1,0,0
8/1/2019,15:00,8/1/2019 15:00,3,15,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-1.141778824,0.98592559,-0.387006922,1.863061378,1,0,0
8/1/2019,10:00,8/1/2019 10:00,3,10,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.405689813,0.360434729,0.960334785,1.553170533,0,0,0
8/1/2019,11:00,8/1/2019 11:00,3,11,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.037645308,0.08243879,0.421398102,1.243279687,0,0,0
8/1/2019,12:00,8/1/2019 12:00,3,12,1,1,8,8,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.037645308,0.08243879,-0.117538581,0.933388841,0,0,0
8/1/2019,13:00,8/1/2019 13:00,3,13,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,0.330399197,-0.195557148,0.151929761,0.623497995,0,1,0
8/1/2019,14:00,8/1/2019 14:00,3,14,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,0.330399197,-0.195557148,0.151929761,0.313607149,0,2,0
8/1/2019,16:00,8/1/2019 16:00,3,16,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,0.330399197,-0.195557148,-0.387006922,0.313607149,0,0,0
8/1/2019,17:00,8/1/2019 17:00,3,17,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,0.330399197,-0.404054102,-0.117538581,0.313607149,0,0,0
8/1/2019,18:00,8/1/2019 18:00,3,18,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.037645308,-0.195557148,-0.925943605,0.623497995,0,0,0
8/1/2019,19:00,8/1/2019 19:00,3,19,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.405689813,0.360434729,-1.734348629,0.933388841,0,0,0
8/1/2019,20:00,8/1/2019 20:00,3,20,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.405689813,0.08243879,-2.273285312,0.933388841,0,0,0
9/1/2019,07:00,9/1/2019 07:00,4,7,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-2.429934591,2.445404267,-1.464880288,1.553170533,0,0,1
9/1/2019,08:00,9/1/2019 08:00,4,8,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,-2.061890086,2.445404267,-1.464880288,1.553170533,0,0,0
9/1/2019,09:00,9/1/2019 09:00,4,9,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,-1.693845581,2.028410359,-1.464880288,1.863061378,0,0,0
9/1/2019,10:00,9/1/2019 10:00,4,10,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-1.325801076,2.028410359,-1.734348629,1.863061378,0,0,0
9/1/2019,11:00,9/1/2019 11:00,4,11,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-0.773734319,0.98592559,-2.273285312,1.863061378,0,0,0
9/1/2019,12:00,9/1/2019 12:00,4,12,1,1,9,9,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,-0.405689813,0.360434729,-0.925943605,1.553170533,0,0,0
9/1/2019,13:00,9/1/2019 13:00,4,13,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,-0.405689813,0.360434729,-0.656475264,1.243279687,0,0,0
9/1/2019,14:00,9/1/2019 14:00,4,14,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,-0.037645308,0.08243879,-0.656475264,0.623497995,0,0,0
9/1/2019,15:00,9/1/2019 15:00,4,15,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Showers in the Vicinity,-0.405689813,0.360434729,-1.464880288,0.623497995,0,0,0
9/1/2019,16:00,9/1/2019 16:00,4,16,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Light Rain,-1.325801076,1.680915436,-0.117538581,0.623497995,0,0,0
9/1/2019,17:00,9/1/2019 17:00,4,17,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Mostly Cloudy,-0.773734319,0.98592559,-0.925943605,0.933388841,0,1,0
9/1/2019,18:00,9/1/2019 18:00,4,18,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Mostly Cloudy,-0.773734319,0.638430667,-0.925943605,0.933388841,0,0,0
9/1/2019,19:00,9/1/2019 19:00,4,19,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Mostly Cloudy,-1.141778824,0.98592559,-0.656475264,0.933388841,0,0,0
9/1/2019,20:00,9/1/2019 20:00,4,20,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-1.141778824,1.333420513,-0.656475264,1.243279687,0,0,0
10/1/2019,07:00,10/1/2019 07:00,5,7,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,-2.061890086,2.028410359,-2.273285312,1.243279687,0,0,1
10/1/2019,08:00,10/1/2019 08:00,5,8,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,-2.061890086,2.445404267,-1.464880288,1.553170533,1,0,0
10/1/2019,09:00,10/1/2019 09:00,5,9,1,1,10,10,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,-1.325801076,2.028410359,-0.925943605,1.863061378,1,0,0
