academic_calendar,day_of_week,course_id,class_start_time,class_end_time,FLOORED_class_start_time,CEILED_class_end_time,enrolled_students_amount
2019/1 semester,2,2105676,8:00,11:00,8:00,11:00,3
2019/1 semester,6,2105687,8:00,11:00,8:00,11:00,80
2019/1 semester,5,2105694,9:30,12:30,9:00,13:00,0
2019/1 semester,4,2105717,12:00,13:00,12:00,13:00,14
2019/1 semester,6,2105894,12:00,13:00,12:00,13:00,15
2019/1 semester,6,2105894,12:00,13:00,12:00,13:00,9
2019/1 semester,6,2105894,12:00,13:00,12:00,13:00,4
2019/1 semester,3,2106208,9:00,12:00,9:00,12:00,21
2019/1 semester,5,2106222,11:00,12:00,11:00,12:00,21
2019/1 semester,3,2106251,13:00,15:00,13:00,15:00,22
2019/1 semester,5,2106251,13:00,16:00,13:00,16:00,22
2019/1 semester,4,2106261,13:00,16:00,13:00,16:00,11
2019/1 semester,2,2106263,13:00,16:00,13:00,16:00,11
2019/1 semester,3,2106268,13:00,16:00,13:00,16:00,9
2019/1 semester,4,2106310,13:00,16:00,13:00,16:00,23
2019/1 semester,6,2106332,9:00,12:00,9:00,12:00,22
2019/1 semester,3,2106362,9:30,11:00,9:00,11:00,13
2019/1 semester,4,2106362,9:30,11:00,9:00,11:00,13
2019/1 semester,4,2106367,13:00,16:00,13:00,16:00,11
2019/1 semester,2,2106415,17:00,20:00,17:00,20:00,10
2019/1 semester,2,2106428,9:00,12:00,9:00,12:00,10
2019/1 semester,3,2106441,8:00,9:30,8:00,10:00,21
2019/1 semester,5,2106441,8:00,9:30,8:00,10:00,21
2019/1 semester,2,2106443,9:30,11:00,9:00,11:00,6
2019/1 semester,4,2106443,9:30,11:00,9:00,11:00,6
2019/1 semester,2,2106444,9:30,11:00,9:00,11:00,20
2019/1 semester,4,2106444,9:30,11:00,9:00,11:00,20
2019/1 semester,2,2106462,13:00,16:00,13:00,16:00,9
2019/1 semester,3,2106464,9:30,11:00,9:00,11:00,10
2019/1 semester,5,2106464,9:30,11:00,9:00,11:00,10
2019/1 semester,2,2106465,8:00,11:00,8:00,11:00,9
2019/1 semester,3,2106466,11:00,12:30,11:00,13:00,6
2019/1 semester,5,2106466,11:00,12:30,11:00,13:00,6
2019/1 semester,3,2106472,9:30,11:00,9:00,11:00,6
2019/1 semester,5,2106472,9:30,11:00,9:00,11:00,6
2019/1 semester,2,2107214,12:30,14:30,12:00,15:00,48
2019/1 semester,2,2107214,14:30,17:30,14:00,18:00,48
2019/1 semester,6,2107219,9:00,12:00,9:00,12:00,116
2019/1 semester,5,2107220,13:00,15:00,13:00,15:00,60
2019/1 semester,5,2107220,13:00,15:00,13:00,15:00,114
2019/1 semester,6,2107220,9:00,11:00,9:00,11:00,114
2019/1 semester,6,2107220,9:00,11:00,9:00,11:00,60
2019/1 semester,6,2107220,11:00,12:00,11:00,12:00,60
2019/1 semester,6,2107220,11:00,12:00,11:00,12:00,114
2019/1 semester,5,2107220,15:00,16:00,15:00,16:00,114
2019/1 semester,5,2107220,15:00,16:00,15:00,16:00,60
2019/1 semester,3,2107311,9:00,11:00,9:00,11:00,49
2019/1 semester,3,2107311,13:00,16:00,13:00,16:00,49
2019/1 semester,6,2107313,13:00,15:00,13:00,15:00,41
2019/1 semester,6,2107313,15:00,18:00,15:00,18:00,41
2019/1 semester,2,2107412,13:00,16:00,13:00,16:00,27
2019/1 semester,3,2107412,13:00,16:00,13:00,16:00,27
2019/1 semester,2,2107444,8:00,9:30,8:00,10:00,26
2019/1 semester,4,2107444,8:00,9:30,8:00,10:00,26
2019/1 semester,3,2107445,9:00,12:00,9:00,12:00,37
2019/1 semester,3,2107445,13:00,16:00,13:00,16:00,37
2019/1 semester,5,2107448,9:00,11:00,9:00,11:00,44
2019/1 semester,6,2107482,9:00,12:00,9:00,12:00,27
2019/1 semester,2,2107484,8:00,11:00,8:00,11:00,36
2019/1 semester,5,2107607,13:00,16:00,13:00,16:00,1
2019/1 semester,5,2107607,13:00,16:00,13:00,16:00,0
2019/1 semester,6,2107626,13:00,15:00,13:00,15:00,1
2019/1 semester,5,2107634,13:00,15:00,13:00,15:00,8
2019/1 semester,6,2107638,13:00,16:00,13:00,16:00,0
2019/1 semester,5,2107657,13:00,16:00,13:00,16:00,9
2019/1 semester,2,2107658,9:30,12:30,9:00,13:00,0
2019/1 semester,2,2107658,13:00,16:00,13:00,16:00,0
2019/1 semester,2,2107659,13:00,16:00,13:00,16:00,25
2019/1 semester,4,2107659,13:00,16:00,13:00,16:00,25
2019/1 semester,3,2107667,13:00,16:00,13:00,16:00,6
2019/1 semester,5,2107670,13:00,16:00,13:00,16:00,0
2019/1 semester,6,2107670,9:00,12:00,9:00,12:00,0
2019/1 semester,3,2107671,9:00,12:00,9:00,12:00,25
2019/1 semester,5,2107671,9:00,12:00,9:00,12:00,25
2019/1 semester,3,2107672,13:00,16:00,13:00,16:00,1
2019/1 semester,2,2107673,9:30,12:30,9:00,13:00,40
2019/1 semester,3,2107677,9:00,12:00,9:00,12:00,3
2019/1 semester,4,2107701,10:00,12:00,10:00,12:00,19
2019/1 semester,4,2107702,10:00,12:00,10:00,12:00,19
2019/1 semester,4,2107791,10:00,12:00,10:00,12:00,3
2019/1 semester,4,2107793,10:00,12:00,10:00,12:00,1
2019/1 semester,4,2107795,10:00,12:00,10:00,12:00,2
2019/1 semester,4,2107796,10:00,12:00,10:00,12:00,0
2019/1 semester,4,2107894,10:00,12:00,10:00,12:00,9
2019/1 semester,3,2108205,9:00,10:30,9:00,11:00,36
2019/1 semester,5,2108205,9:00,10:30,9:00,11:00,36
2019/1 semester,5,2108298,10:00,12:00,10:00,12:00,0
2019/1 semester,2,2108298,13:00,16:00,13:00,16:00,0
2019/1 semester,5,2108298,10:00,12:00,10:00,12:00,0
2019/1 semester,3,2108298,13:00,16:00,13:00,16:00,0
2019/1 semester,5,2108298,10:00,12:00,10:00,12:00,22
2019/1 semester,4,2108298,13:00,16:00,13:00,16:00,22
2019/1 semester,5,2108298,10:00,12:00,10:00,12:00,21
2019/1 semester,5,2108298,13:00,16:00,13:00,16:00,21
2019/1 semester,2,2108301,10:00,11:00,10:00,11:00,27
2019/1 semester,4,2108301,13:00,16:00,13:00,16:00,27
2019/1 semester,4,2108301,10:00,11:00,10:00,11:00,27
2019/1 semester,3,2108311,8:30,10:00,8:00,10:00,31
2019/1 semester,5,2108311,8:30,10:00,8:00,10:00,31
2019/1 semester,2,2108323,16:00,18:00,16:00,18:00,67
2019/1 semester,4,2108323,16:00,19:00,16:00,19:00,67
2019/1 semester,3,2108325,10:00,12:00,10:00,12:00,25
2019/1 semester,3,2108325,13:00,16:00,13:00,16:00,25
2019/1 semester,5,2108332,10:00,12:00,10:00,12:00,25
2019/1 semester,5,2108332,13:00,16:00,13:00,16:00,25
2019/1 semester,2,2108371,11:00,12:00,11:00,12:00,24
2019/1 semester,6,2108371,9:00,12:00,9:00,12:00,24
2019/1 semester,4,2108371,11:00,12:00,11:00,12:00,24
2019/1 semester,4,2108408,8:00,10:00,8:00,10:00,2
2019/1 semester,4,2108408,13:00,16:00,13:00,16:00,2
2019/1 semester,6,2108415,9:00,11:00,9:00,11:00,22
2019/1 semester,6,2108415,13:00,16:00,13:00,16:00,22
2019/1 semester,2,2108495,16:00,19:00,16:00,19:00,2
2019/1 semester,3,2108511,11:00,12:00,11:00,12:00,10
2019/1 semester,5,2108511,13:00,16:00,13:00,16:00,10
2019/1 semester,5,2108511,11:00,12:00,11:00,12:00,10
2019/1 semester,4,2108512,10:00,12:00,10:00,12:00,6
2019/1 semester,4,2108512,13:00,16:00,13:00,16:00,6
2019/1 semester,6,2108532,9:00,11:00,9:00,11:00,7
2019/1 semester,6,2108532,13:00,16:00,13:00,16:00,7
2019/1 semester,2,2108533,9:00,10:00,9:00,10:00,21
2019/1 semester,5,2108533,9:00,11:00,9:00,11:00,21
2019/1 semester,2,2108536,10:00,12:00,10:00,12:00,6
2019/1 semester,2,2108536,13:00,16:00,13:00,16:00,6
2019/1 semester,3,2108557,15:00,16:30,15:00,17:00,10
2019/1 semester,4,2108557,8:30,10:00,8:00,10:00,10
2019/1 semester,3,2108564,10:00,13:00,10:00,13:00,20
2019/1 semester,6,2108592,8:00,9:00,8:00,9:00,0
2019/1 semester,6,2108592,10:00,11:00,10:00,11:00,0
2019/1 semester,6,2108592,9:00,10:00,9:00,10:00,0
2019/1 semester,3,2108627,9:00,11:00,9:00,11:00,9
2019/1 semester,3,2108627,13:00,16:00,13:00,16:00,9
2019/1 semester,4,2109101,8:00,9:30,8:00,10:00,39
2019/1 semester,2,2109101,9:30,11:00,9:00,11:00,132
2019/1 semester,2,2109101,9:30,11:00,9:00,11:00,140
2019/1 semester,6,2109101,8:00,9:30,8:00,10:00,39
2019/1 semester,4,2109101,9:30,11:00,9:00,11:00,132
2019/1 semester,4,2109101,9:30,11:00,9:00,11:00,140
2019/1 semester,3,2109210,8:00,9:30,8:00,10:00,38
2019/1 semester,5,2109210,8:00,9:30,8:00,10:00,38
2019/1 semester,3,2109211,9:30,11:00,9:00,11:00,34
2019/1 semester,5,2109211,9:30,11:00,9:00,11:00,34
2019/1 semester,2,2109276,13:00,16:00,13:00,16:00,18
2019/1 semester,3,2109276,13:00,16:00,13:00,16:00,17
2019/1 semester,2,2109310,8:00,9:30,8:00,10:00,26
2019/1 semester,4,2109310,8:00,9:30,8:00,10:00,26
2019/1 semester,5,2109321,9:30,12:30,9:00,13:00,30
2019/1 semester,3,2109333,9:30,12:30,9:00,13:00,25
2019/1 semester,4,2109377,13:00,16:00,13:00,16:00,11
2019/1 semester,5,2109377,13:00,16:00,13:00,16:00,15
2019/1 semester,6,2109381,13:00,16:00,13:00,16:00,0
2019/1 semester,2,2109411,9:30,11:00,9:00,11:00,13
2019/1 semester,4,2109411,9:30,11:00,9:00,11:00,13
2019/1 semester,2,2109424,11:00,12:00,11:00,12:00,0
2019/1 semester,4,2109424,11:00,12:00,11:00,12:00,0
2019/1 semester,2,2109425,13:00,16:00,13:00,16:00,16
2019/1 semester,6,2109426,9:00,12:00,9:00,12:00,1
2019/1 semester,2,2109428,11:00,12:30,11:00,13:00,20
2019/1 semester,4,2109428,11:00,12:30,11:00,13:00,20
2019/1 semester,5,2109430,9:30,12:30,9:00,13:00,17
2019/1 semester,2,2109431,9:00,12:00,9:00,12:00,0
2019/1 semester,4,2109434,13:00,16:00,13:00,16:00,10
2019/1 semester,3,2109450,9:00,12:00,9:00,12:00,18
2019/1 semester,4,2109452,14:00,15:00,14:00,15:00,0
2019/1 semester,4,2109452,15:00,18:00,15:00,18:00,0
2019/1 semester,4,2109454,13:00,15:00,13:00,15:00,5
2019/1 semester,4,2109454,15:00,18:00,15:00,18:00,5
2019/1 semester,3,2109478,13:00,16:00,13:00,16:00,22
2019/1 semester,6,2109480,13:00,14:00,13:00,14:00,19
2019/1 semester,3,2109491,9:00,12:00,9:00,12:00,0
2019/1 semester,5,2109496,13:00,16:00,13:00,16:00,0
2019/1 semester,3,2109509,13:00,16:00,13:00,16:00,0
2019/1 semester,3,2109516,13:00,16:00,13:00,16:00,5
2019/1 semester,3,2109518,8:00,9:30,8:00,10:00,9
2019/1 semester,5,2109518,8:00,9:30,8:00,10:00,9
2019/1 semester,2,2109519,13:00,16:00,13:00,16:00,0
2019/1 semester,5,2109527,13:00,16:00,13:00,16:00,6
2019/1 semester,2,2109530,9:30,11:00,9:00,11:00,2
2019/1 semester,4,2109530,9:30,11:00,9:00,11:00,2
2019/1 semester,3,2109536,11:00,12:30,11:00,13:00,0
2019/1 semester,5,2109536,11:00,12:30,11:00,13:00,0
2019/1 semester,6,2109537,9:00,12:00,9:00,12:00,6
2019/1 semester,3,2109555,11:00,12:30,11:00,13:00,4
2019/1 semester,5,2109555,11:00,12:30,11:00,13:00,4
2019/1 semester,2,2109602,11:00,12:30,11:00,13:00,0
2019/1 semester,4,2109602,11:00,12:30,11:00,13:00,0
2019/1 semester,6,2109603,9:00,12:00,9:00,12:00,1
2019/1 semester,5,2109659,13:00,16:00,13:00,16:00,0
2019/1 semester,4,2109711,13:00,15:00,13:00,15:00,0
2019/1 semester,4,2109712,13:00,15:00,13:00,15:00,1
2019/1 semester,4,2109713,13:00,15:00,13:00,15:00,8
2019/1 semester,4,2109714,14:00,16:00,14:00,16:00,1
2019/1 semester,4,2109715,14:00,16:00,14:00,16:00,0
2019/1 semester,4,2109716,14:00,16:00,14:00,16:00,0
2019/1 semester,4,2109717,13:00,16:00,13:00,16:00,0
2019/1 semester,4,2109894,13:00,16:00,13:00,16:00,2
2019/1 semester,3,2110101,8:00,11:00,8:00,11:00,42
2019/1 semester,3,2110101,8:00,11:00,8:00,11:00,40
2019/1 semester,3,2110101,8:00,11:00,8:00,11:00,40
2019/1 semester,3,2110101,8:00,11:00,8:00,11:00,50
2019/1 semester,4,2110101,13:00,16:00,13:00,16:00,93
2019/1 semester,4,2110101,13:00,16:00,13:00,16:00,33
2019/1 semester,4,2110101,13:00,16:00,13:00,16:00,32
2019/1 semester,4,2110101,13:00,16:00,13:00,16:00,29
2019/1 semester,5,2110101,13:00,16:00,13:00,16:00,39
2019/1 semester,5,2110191,9:00,12:00,9:00,12:00,34
2019/1 semester,5,2110191,13:00,16:00,13:00,16:00,34
2019/1 semester,3,2110202,9:30,11:30,9:00,12:00,30
2019/1 semester,3,2110202,9:30,11:30,9:00,12:00,29
2019/1 semester,3,2110202,9:30,11:30,9:00,12:00,29
2019/1 semester,3,2110202,9:30,11:30,9:00,12:00,32
2019/1 semester,5,2110202,9:30,11:30,9:00,12:00,30
2019/1 semester,5,2110202,9:30,11:30,9:00,12:00,29
2019/1 semester,5,2110202,9:30,11:30,9:00,12:00,29
2019/1 semester,5,2110202,9:30,11:30,9:00,12:00,32
2019/1 semester,2,2110211,9:30,11:00,9:00,11:00,48
2019/1 semester,2,2110211,9:30,11:00,9:00,11:00,41
2019/1 semester,2,2110211,9:30,11:00,9:00,11:00,41
2019/1 semester,4,2110211,9:30,11:00,9:00,11:00,48
2019/1 semester,4,2110211,9:30,11:00,9:00,11:00,41
2019/1 semester,4,2110211,9:30,11:00,9:00,11:00,41
2019/1 semester,6,2110215,9:30,12:30,9:00,13:00,80
2019/1 semester,2,2110251,11:00,12:30,11:00,13:00,61
2019/1 semester,2,2110251,11:00,12:30,11:00,13:00,58
2019/1 semester,4,2110251,11:00,12:30,11:00,13:00,61
2019/1 semester,4,2110251,11:00,12:30,11:00,13:00,58
2019/1 semester,2,2110263,13:00,16:00,13:00,16:00,41
2019/1 semester,4,2110263,13:00,16:00,13:00,16:00,38
2019/1 semester,5,2110263,13:00,16:00,13:00,16:00,39
2019/1 semester,6,2110313,9:00,12:00,9:00,12:00,63
2019/1 semester,6,2110313,9:00,12:00,9:00,12:00,58
2019/1 semester,2,2110316,8:00,9:30,8:00,10:00,63
2019/1 semester,2,2110316,8:00,9:30,8:00,10:00,62
2019/1 semester,4,2110316,8:00,9:30,8:00,10:00,63
2019/1 semester,4,2110316,8:00,9:30,8:00,10:00,62
2019/1 semester,3,2110322,8:00,9:30,8:00,10:00,29
2019/1 semester,3,2110322,8:00,9:30,8:00,10:00,32
2019/1 semester,3,2110322,8:00,9:30,8:00,10:00,31
2019/1 semester,3,2110322,8:00,9:30,8:00,10:00,32
2019/1 semester,5,2110322,8:00,9:30,8:00,10:00,29
2019/1 semester,5,2110322,8:00,9:30,8:00,10:00,32
2019/1 semester,5,2110322,8:00,9:30,8:00,10:00,31
2019/1 semester,5,2110322,8:00,9:30,8:00,10:00,32
2019/1 semester,3,2110332,9:30,11:00,9:00,11:00,40
2019/1 semester,3,2110332,9:30,11:00,9:00,11:00,42
2019/1 semester,3,2110332,9:30,11:00,9:00,11:00,41
2019/1 semester,5,2110332,9:30,11:00,9:00,11:00,40
2019/1 semester,5,2110332,9:30,11:00,9:00,11:00,42
2019/1 semester,5,2110332,9:30,11:00,9:00,11:00,41
2019/1 semester,2,2110356,9:30,11:00,9:00,11:00,41
2019/1 semester,2,2110356,9:30,11:00,9:00,11:00,41
2019/1 semester,2,2110356,9:30,11:00,9:00,11:00,38
2019/1 semester,4,2110356,9:30,11:00,9:00,11:00,41
2019/1 semester,4,2110356,9:30,11:00,9:00,11:00,41
2019/1 semester,4,2110356,9:30,11:00,9:00,11:00,38
2019/1 semester,2,2110366,13:00,16:00,13:00,16:00,45
2019/1 semester,3,2110366,13:00,16:00,13:00,16:00,35
2019/1 semester,4,2110366,13:00,16:00,13:00,16:00,42
2019/1 semester,5,2110413,13:00,16:00,13:00,16:00,40
2019/1 semester,2,2110415,13:00,16:00,13:00,16:00,61
2019/1 semester,6,2110428,9:00,12:00,9:00,12:00,19
2019/1 semester,3,2110435,13:00,16:00,13:00,16:00,15
2019/1 semester,4,2110452,13:00,16:00,13:00,16:00,30
2019/1 semester,2,2110473,13:00,16:00,13:00,16:00,20
2019/1 semester,6,2110477,9:00,12:00,9:00,12:00,35
2019/1 semester,3,2110478,13:00,16:00,13:00,16:00,0
2019/1 semester,3,2110479,13:00,16:00,13:00,16:00,32
2019/1 semester,4,2110481,9:00,12:00,9:00,12:00,32
2019/1 semester,4,2110482,13:00,16:00,13:00,16:00,41
2019/1 semester,3,2110495,13:00,16:00,13:00,16:00,21
2019/1 semester,2,2110496,13:00,16:00,13:00,16:00,20
2019/1 semester,2,2110497,13:00,16:00,13:00,16:00,10
2019/1 semester,5,2110521,13:00,16:00,13:00,16:00,28
2019/1 semester,6,2110593,9:00,12:00,9:00,12:00,7
2019/1 semester,6,2110593,9:00,12:00,9:00,12:00,17
2019/1 semester,3,2110597,13:00,16:00,13:00,16:00,3
2019/1 semester,3,2110597,13:00,16:00,13:00,16:00,42
2019/1 semester,3,2110606,9:00,12:00,9:00,12:00,11
2019/1 semester,5,2110607,13:00,16:00,13:00,16:00,10
2019/1 semester,2,2110608,13:00,16:00,13:00,16:00,3
2019/1 semester,4,2110623,8:00,11:00,8:00,11:00,3
2019/1 semester,3,2110627,13:00,16:00,13:00,16:00,13
2019/1 semester,2,2110646,9:00,12:00,9:00,12:00,2
2019/1 semester,2,2110654,13:00,16:00,13:00,16:00,38
2019/1 semester,6,2110681,9:00,12:00,9:00,12:00,15
2019/1 semester,5,2110714,13:00,16:00,13:00,16:00,0
2019/1 semester,2,2110716,11:00,12:00,11:00,12:00,3
2019/1 semester,2,2110717,11:00,12:00,11:00,12:00,1
2019/1 semester,2,2110718,11:00,12:00,11:00,12:00,5
2019/1 semester,2,2110719,11:00,12:00,11:00,12:00,0
2019/1 semester,3,2110722,13:00,16:00,13:00,16:00,3
2019/1 semester,2,2110724,8:00,11:00,8:00,11:00,3
2019/1 semester,4,2110730,13:00,16:00,13:00,16:00,5
2019/1 semester,4,2110747,9:30,12:30,9:00,13:00,11
2019/1 semester,3,2111200,14:30,16:00,14:00,16:00,19
2019/1 semester,5,2111200,14:30,16:00,14:00,16:00,19
2019/1 semester,4,2111201,13:00,16:00,13:00,16:00,41
2019/1 semester,2,2111202,11:00,12:30,11:00,13:00,19
2019/1 semester,4,2111202,11:00,12:30,11:00,13:00,19
2019/1 semester,6,2111203,9:00,12:00,9:00,12:00,19
2019/1 semester,3,2111204,8:00,9:30,8:00,10:00,19
2019/1 semester,5,2111204,8:00,9:30,8:00,10:00,19
2019/1 semester,3,2111205,13:00,14:30,13:00,15:00,19
2019/1 semester,5,2111205,13:00,14:30,13:00,15:00,19
2019/1 semester,3,2111301,11:00,12:30,11:00,13:00,17
2019/1 semester,5,2111301,11:00,12:30,11:00,13:00,17
2019/1 semester,2,2111306,8:00,11:00,8:00,11:00,18
2019/1 semester,4,2111307,13:00,16:00,13:00,16:00,18
2019/1 semester,4,2111308,8:00,11:00,8:00,11:00,18
2019/1 semester,3,2111312,8:00,9:30,8:00,10:00,17
2019/1 semester,5,2111312,8:00,9:30,8:00,10:00,17
2019/1 semester,3,2111330,13:00,16:00,13:00,16:00,41
2019/1 semester,5,2111402,8:00,9:00,8:00,9:00,14
2019/1 semester,5,2111407,9:00,12:00,9:00,12:00,4
2019/1 semester,2,2111412,13:30,16:30,13:00,17:00,8
2019/1 semester,3,2111421,9:00,12:00,9:00,12:00,6
2019/1 semester,2,2111443,13:30,16:30,13:00,17:00,2
2019/1 semester,6,2111444,9:00,12:00,9:00,12:00,14
2019/1 semester,5,2111600,14:30,17:30,14:00,18:00,5
2019/1 semester,3,2111603,13:00,16:00,13:00,16:00,4
2019/1 semester,4,2111604,13:00,16:00,13:00,16:00,2
2019/1 semester,2,2111607,9:00,12:00,9:00,12:00,3
2019/1 semester,3,2111608,9:00,12:00,9:00,12:00,5
2019/1 semester,2,2111609,13:00,16:00,13:00,16:00,0
2019/1 semester,4,2111612,9:00,12:00,9:00,12:00,2
2019/1 semester,6,2111613,9:00,12:00,9:00,12:00,5
2019/1 semester,3,2111628,9:00,12:00,9:00,12:00,1
2019/1 semester,3,2111631,13:00,16:00,13:00,16:00,1
2019/1 semester,5,2111643,9:00,12:00,9:00,12:00,6
2019/1 semester,3,2111646,9:00,12:00,9:00,12:00,0
2019/1 semester,2,2111650,13:00,16:00,13:00,16:00,0
2019/1 semester,4,2111663,9:00,12:00,9:00,12:00,2
2019/1 semester,4,2111666,13:00,16:00,13:00,16:00,3
2019/1 semester,6,2111683,9:00,10:00,9:00,10:00,0
2019/1 semester,6,2111683,10:00,12:00,10:00,12:00,0
2019/1 semester,6,2111684,9:00,10:00,9:00,10:00,0
2019/1 semester,6,2111684,10:00,12:00,10:00,12:00,0
2019/1 semester,2,2111688,9:00,12:00,9:00,12:00,2
2019/1 semester,5,2111702,13:00,14:00,13:00,14:00,2
2019/1 semester,5,2111704,13:00,14:00,13:00,14:00,5
2019/1 semester,5,2111801,13:00,15:00,13:00,15:00,3
2019/1 semester,5,2111802,13:00,15:00,13:00,15:00,2
2019/1 semester,5,2111803,13:00,15:00,13:00,15:00,2
2019/1 semester,6,2112210,13:00,16:00,13:00,16:00,83
2019/1 semester,3,2112342,8:00,9:30,8:00,10:00,33
2019/1 semester,3,2112342,8:00,9:30,8:00,10:00,31
2019/1 semester,3,2112342,8:00,9:30,8:00,10:00,33
2019/1 semester,5,2112342,8:00,9:30,8:00,10:00,33
2019/1 semester,5,2112342,8:00,9:30,8:00,10:00,31
2019/1 semester,5,2112342,8:00,9:30,8:00,10:00,33
2019/1 semester,2,2112344,13:00,16:00,13:00,16:00,10
2019/1 semester,2,2112344,13:00,16:00,13:00,16:00,7
2019/1 semester,2,2112344,13:00,16:00,13:00,16:00,4
2019/1 semester,2,2112344,13:00,16:00,13:00,16:00,3
2019/1 semester,4,2112344,13:00,16:00,13:00,16:00,7
2019/1 semester,4,2112344,13:00,16:00,13:00,16:00,10
2019/1 semester,4,2112344,13:00,16:00,13:00,16:00,10
2019/1 semester,4,2112344,13:00,16:00,13:00,16:00,10
2019/1 semester,5,2112344,13:00,16:00,13:00,16:00,9
2019/1 semester,5,2112344,13:00,16:00,13:00,16:00,10
2019/1 semester,5,2112344,13:00,16:00,13:00,16:00,9
2019/1 semester,5,2112344,13:00,16:00,13:00,16:00,10
2019/1 semester,2,2112346,8:00,9:30,8:00,10:00,29
2019/1 semester,4,2112346,8:00,9:30,8:00,10:00,29
2019/1 semester,2,2112440,9:30,11:00,9:00,11:00,28
2019/1 semester,4,2112440,9:30,11:00,9:00,11:00,28
2019/1 semester,2,2112501,11:00,12:30,11:00,13:00,4
2019/1 semester,4,2112501,11:00,12:30,11:00,13:00,4
2019/1 semester,3,2112505,13:00,16:00,13:00,16:00,2
2019/1 semester,3,2112602,13:00,16:00,13:00,16:00,4
2019/1 semester,2,2112611,9:30,11:00,9:00,11:00,3
2019/1 semester,4,2112611,9:30,11:00,9:00,11:00,3
2019/1 semester,3,2112614,9:30,11:00,9:00,11:00,3
2019/1 semester,5,2112614,9:30,11:00,9:00,11:00,3
2019/1 semester,3,2112615,9:30,11:00,9:00,11:00,3
2019/1 semester,5,2112615,9:30,11:00,9:00,11:00,3
2019/1 semester,3,2112622,13:00,16:00,13:00,16:00,0
2019/1 semester,3,2112631,11:00,12:30,11:00,13:00,3
2019/1 semester,5,2112631,11:00,12:30,11:00,13:00,3
2019/1 semester,2,2112634,9:30,11:00,9:00,11:00,4
2019/1 semester,4,2112634,9:30,11:00,9:00,11:00,4
2019/1 semester,3,2112637,8:00,9:30,8:00,10:00,0
2019/1 semester,5,2112637,8:00,9:30,8:00,10:00,0
2019/1 semester,3,2112661,11:00,12:30,11:00,13:00,2
2019/1 semester,5,2112661,11:00,12:30,11:00,13:00,2
2019/1 semester,3,2112673,8:00,9:30,8:00,10:00,2
2019/1 semester,5,2112673,8:00,9:30,8:00,10:00,2
2019/1 semester,2,2112681,11:00,12:30,11:00,13:00,5
2019/1 semester,4,2112681,11:00,12:30,11:00,13:00,5
2019/1 semester,3,2112691,13:00,16:00,13:00,16:00,1
2019/1 semester,2,2112692,8:00,9:30,8:00,10:00,1
2019/1 semester,4,2112692,8:00,9:30,8:00,10:00,1
2019/1 semester,6,2112698,9:30,12:30,9:00,13:00,5
2019/1 semester,3,2112799,9:30,12:30,9:00,13:00,1
2019/1 semester,6,2112799,9:30,12:30,9:00,13:00,1
2019/1 semester,3,2112894,13:00,16:00,13:00,16:00,4
2019/1 semester,6,2112897,9:30,12:30,9:00,13:00,2
2019/1 semester,4,2120601,13:00,16:00,13:00,16:00,3
2019/1 semester,6,2120603,13:00,16:00,13:00,16:00,3
2019/1 semester,4,2121670,9:00,12:00,9:00,12:00,0
2019/1 semester,6,2141100,9:00,12:00,9:00,12:00,57
2019/1 semester,5,2141305,9:00,12:00,9:00,12:00,25
2019/1 semester,4,2141347,13:00,16:00,13:00,16:00,10
2019/1 semester,3,2141355,9:00,12:00,9:00,12:00,13
2019/1 semester,3,2141360,13:00,16:00,13:00,16:00,14
2019/1 semester,6,2141360,13:00,16:00,13:00,16:00,14
2019/1 semester,2,2141491,13:00,15:00,13:00,15:00,24
2019/1 semester,2,2142232,13:00,16:00,13:00,16:00,48
2019/1 semester,4,2142411,13:30,16:30,13:00,17:00,16
2019/1 semester,3,2142433,13:00,16:00,13:00,16:00,10
2019/1 semester,6,2142433,13:00,16:00,13:00,16:00,10
2019/1 semester,2,2142453,13:00,16:00,13:00,16:00,39
2019/1 semester,3,2142495,13:30,16:30,13:00,17:00,2
2019/1 semester,4,2143101,13:00,16:00,13:00,16:00,65
2019/1 semester,4,2143423,9:00,12:00,9:00,12:00,35
2019/1 semester,3,2145211,13:30,15:00,13:00,15:00,38
2019/1 semester,5,2145211,13:30,15:00,13:00,15:00,38
2019/1 semester,3,2145211,13:30,15:00,13:00,15:00,1
2019/1 semester,5,2145211,13:30,15:00,13:00,15:00,1
2019/1 semester,3,2145211,13:30,15:00,13:00,15:00,38
2019/1 semester,3,2145211,13:30,15:00,13:00,15:00,1
2019/1 semester,5,2145211,13:30,15:00,13:00,15:00,38
2019/1 semester,5,2145211,13:30,15:00,13:00,15:00,1
2019/1 semester,4,2145217,17:00,20:00,17:00,20:00,33
2019/1 semester,3,2145311,9:00,12:00,9:00,12:00,33
2019/1 semester,3,2145321,13:00,16:00,13:00,16:00,33
2019/1 semester,6,2145325,13:00,16:00,13:00,16:00,30
2019/1 semester,6,2145361,8:00,9:00,8:00,9:00,6
2019/1 semester,6,2145361,9:00,12:00,9:00,12:00,6
2019/1 semester,6,2145361,8:00,9:00,8:00,9:00,7
2019/1 semester,6,2145361,9:00,12:00,9:00,12:00,7
2019/1 semester,6,2145361,8:00,9:00,8:00,9:00,7
2019/1 semester,6,2145361,9:00,12:00,9:00,12:00,7
2019/1 semester,6,2145361,8:00,9:00,8:00,9:00,8
2019/1 semester,6,2145361,9:00,12:00,9:00,12:00,8
