academic_calendar,day_of_week,course_id,class_start_time,class_end_time,FLOORED_class_start_time,CEILED_class_end_time,enrolled_students_amount
2019/1 semester,3,2101832,9:30,11:00,9:00,11:00,8
2019/1 semester,5,2101832,9:30,11:00,9:00,11:00,8
2019/1 semester,2,2101870,9:00,12:00,9:00,12:00,11
2019/1 semester,4,2101894,13:30,16:30,13:00,17:00,18
2019/1 semester,6,2101894,13:00,16:00,13:00,16:00,6
2019/1 semester,6,2101894,13:00,16:00,13:00,16:00,4
2019/1 semester,6,2101894,13:00,16:00,13:00,16:00,7
2019/1 semester,2,2102201,11:00,12:30,11:00,13:00,45
2019/1 semester,2,2102201,11:00,12:30,11:00,13:00,39
2019/1 semester,2,2102201,11:00,12:30,11:00,13:00,39
2019/1 semester,4,2102201,11:00,12:30,11:00,13:00,45
2019/1 semester,4,2102201,11:00,12:30,11:00,13:00,39
2019/1 semester,4,2102201,11:00,12:30,11:00,13:00,39
2019/1 semester,3,2102202,11:00,12:30,11:00,13:00,6
2019/1 semester,5,2102202,11:00,12:30,11:00,13:00,6
2019/1 semester,3,2102203,8:00,9:30,8:00,10:00,46
2019/1 semester,3,2102203,8:00,9:30,8:00,10:00,40
2019/1 semester,3,2102203,8:00,9:30,8:00,10:00,37
2019/1 semester,5,2102203,8:00,9:30,8:00,10:00,46
2019/1 semester,5,2102203,8:00,9:30,8:00,10:00,40
2019/1 semester,5,2102203,8:00,9:30,8:00,10:00,37
2019/1 semester,3,2102209,13:00,16:00,13:00,16:00,20
2019/1 semester,3,2102209,13:00,16:00,13:00,16:00,22
2019/1 semester,3,2102209,13:00,16:00,13:00,16:00,20
2019/1 semester,3,2102209,13:00,16:00,13:00,16:00,20
2019/1 semester,3,2102209,13:00,16:00,13:00,16:00,21
2019/1 semester,3,2102209,13:00,16:00,13:00,16:00,21
2019/1 semester,3,2102213,9:30,11:00,9:00,11:00,41
2019/1 semester,4,2102213,14:00,17:00,14:00,17:00,41
2019/1 semester,3,2102213,9:30,11:00,9:00,11:00,42
2019/1 semester,5,2102213,14:00,17:00,14:00,17:00,42
2019/1 semester,3,2102213,9:30,11:00,9:00,11:00,39
2019/1 semester,6,2102213,14:00,17:00,14:00,17:00,39
2019/1 semester,5,2102213,9:30,11:00,9:00,11:00,41
2019/1 semester,5,2102213,9:30,11:00,9:00,11:00,42
2019/1 semester,5,2102213,9:30,11:00,9:00,11:00,39
2019/1 semester,6,2102214,15:30,17:00,15:00,17:00,14
2019/1 semester,4,2102214,13:30,15:00,13:00,15:00,14
2019/1 semester,6,2102214,11:00,12:00,11:00,12:00,14
2019/1 semester,6,2102222,8:00,11:00,8:00,11:00,36
2019/1 semester,6,2102222,11:00,12:00,11:00,12:00,36
2019/1 semester,2,2102253,8:00,9:30,8:00,10:00,9
2019/1 semester,5,2102253,14:00,17:00,14:00,17:00,9
2019/1 semester,4,2102253,8:00,9:30,8:00,10:00,9
2019/1 semester,3,2102308,9:00,12:00,9:00,12:00,4
2019/1 semester,3,2102311,12:30,14:00,12:00,14:00,11
2019/1 semester,5,2102311,12:30,14:00,12:00,14:00,11
2019/1 semester,3,2102333,11:00,12:30,11:00,13:00,43
2019/1 semester,2,2102333,14:00,17:00,14:00,17:00,43
2019/1 semester,3,2102333,11:00,12:30,11:00,13:00,37
2019/1 semester,4,2102333,14:00,17:00,14:00,17:00,37
2019/1 semester,3,2102333,11:00,12:30,11:00,13:00,41
2019/1 semester,5,2102333,14:00,17:00,14:00,17:00,41
2019/1 semester,5,2102333,11:00,12:30,11:00,13:00,43
2019/1 semester,5,2102333,11:00,12:30,11:00,13:00,37
2019/1 semester,5,2102333,11:00,12:30,11:00,13:00,41
2019/1 semester,3,2102360,14:00,15:30,14:00,16:00,42
2019/1 semester,3,2102360,8:00,9:30,8:00,10:00,81
2019/1 semester,6,2102360,14:00,15:30,14:00,16:00,42
2019/1 semester,5,2102360,8:00,9:30,8:00,10:00,81
2019/1 semester,3,2102371,9:30,11:00,9:00,11:00,64
2019/1 semester,2,2102371,15:00,16:00,15:00,16:00,64
2019/1 semester,3,2102371,9:30,11:00,9:00,11:00,57
2019/1 semester,4,2102371,15:00,16:00,15:00,16:00,57
2019/1 semester,5,2102371,9:30,11:00,9:00,11:00,64
2019/1 semester,5,2102371,9:30,11:00,9:00,11:00,57
2019/1 semester,2,2102382,8:00,9:30,8:00,10:00,0
2019/1 semester,4,2102382,8:00,9:30,8:00,10:00,0
2019/1 semester,2,2102385,11:00,12:30,11:00,13:00,61
2019/1 semester,2,2102385,11:00,12:30,11:00,13:00,60
2019/1 semester,4,2102385,11:00,12:30,11:00,13:00,61
2019/1 semester,4,2102385,11:00,12:30,11:00,13:00,60
2019/1 semester,2,2102386,8:00,9:30,8:00,10:00,8
2019/1 semester,4,2102386,14:00,17:00,14:00,17:00,8
2019/1 semester,4,2102386,8:00,9:30,8:00,10:00,8
2019/1 semester,2,2102387,9:30,11:00,9:00,11:00,64
2019/1 semester,2,2102387,13:00,14:00,13:00,14:00,64
2019/1 semester,2,2102387,9:30,11:00,9:00,11:00,55
2019/1 semester,4,2102387,13:00,14:00,13:00,14:00,55
2019/1 semester,4,2102387,9:30,11:00,9:00,11:00,64
2019/1 semester,4,2102387,9:30,11:00,9:00,11:00,55
2019/1 semester,2,2102391,11:00,12:30,11:00,13:00,89
2019/1 semester,2,2102391,11:00,12:30,11:00,13:00,63
2019/1 semester,2,2102391,9:30,11:00,9:00,11:00,33
2019/1 semester,4,2102391,11:00,12:30,11:00,13:00,89
2019/1 semester,4,2102391,11:00,12:30,11:00,13:00,63
2019/1 semester,4,2102391,9:30,11:00,9:00,11:00,33
2019/1 semester,2,2102392,14:00,17:00,14:00,17:00,18
2019/1 semester,3,2102392,14:00,17:00,14:00,17:00,20
2019/1 semester,3,2102392,17:00,20:00,17:00,20:00,36
2019/1 semester,4,2102392,14:00,17:00,14:00,17:00,36
2019/1 semester,5,2102392,14:00,17:00,14:00,17:00,35
2019/1 semester,6,2102392,14:00,17:00,14:00,17:00,35
2019/1 semester,2,2102401,11:00,12:30,11:00,13:00,16
2019/1 semester,4,2102401,11:00,12:30,11:00,13:00,16
2019/1 semester,5,2102421,13:00,16:00,13:00,16:00,2
2019/1 semester,3,2102425,13:00,16:00,13:00,16:00,27
2019/1 semester,2,2102426,16:00,17:00,16:00,17:00,11
2019/1 semester,3,2102426,9:30,11:30,9:00,12:00,11
2019/1 semester,2,2102427,11:00,12:30,11:00,13:00,4
2019/1 semester,4,2102427,11:00,12:30,11:00,13:00,4
2019/1 semester,2,2102428,13:00,16:00,13:00,16:00,16
2019/1 semester,6,2102433,9:00,12:00,9:00,12:00,30
2019/1 semester,2,2102446,13:00,16:00,13:00,16:00,73
2019/1 semester,3,2102447,14:00,17:00,14:00,17:00,11
2019/1 semester,6,2102447,14:00,17:00,14:00,17:00,27
2019/1 semester,2,2102456,11:00,12:30,11:00,13:00,61
2019/1 semester,4,2102456,11:00,12:30,11:00,13:00,61
2019/1 semester,3,2102457,14:00,17:00,14:00,17:00,14
2019/1 semester,2,2102458,9:30,11:00,9:00,11:00,29
2019/1 semester,4,2102458,9:30,11:00,9:00,11:00,29
2019/1 semester,6,2102473,14:00,17:00,14:00,17:00,40
2019/1 semester,6,2102479,8:00,11:00,8:00,11:00,10
2019/1 semester,2,2102489,8:00,9:30,8:00,10:00,10
2019/1 semester,4,2102489,8:00,9:30,8:00,10:00,10
2019/1 semester,5,2102504,13:00,14:30,13:00,15:00,3
2019/1 semester,6,2102504,13:00,14:30,13:00,15:00,3
2019/1 semester,2,2102505,9:30,11:00,9:00,11:00,20
2019/1 semester,4,2102505,9:30,11:00,9:00,11:00,20
2019/1 semester,3,2102520,9:00,12:00,9:00,12:00,6
2019/1 semester,6,2102522,9:00,12:00,9:00,12:00,20
2019/1 semester,2,2102531,8:00,9:30,8:00,10:00,9
2019/1 semester,4,2102531,8:00,9:30,8:00,10:00,9
2019/1 semester,2,2102544,11:00,12:30,11:00,13:00,11
2019/1 semester,4,2102544,11:00,12:30,11:00,13:00,11
2019/1 semester,2,2102561,11:00,12:30,11:00,13:00,11
2019/1 semester,4,2102561,11:00,12:30,11:00,13:00,11
2019/1 semester,5,2102562,13:00,16:00,13:00,16:00,11
2019/1 semester,2,2102563,9:30,11:00,9:00,11:00,11
2019/1 semester,4,2102563,9:30,11:00,9:00,11:00,11
2019/1 semester,3,2102567,11:00,12:30,11:00,13:00,4
2019/1 semester,5,2102567,11:00,12:30,11:00,13:00,4
2019/1 semester,4,2102577,13:00,16:00,13:00,16:00,14
2019/1 semester,3,2102581,9:30,11:00,9:00,11:00,4
2019/1 semester,5,2102581,9:30,11:00,9:00,11:00,4
2019/1 semester,2,2102620,13:00,16:00,13:00,16:00,5
2019/1 semester,3,2102628,14:00,17:00,14:00,17:00,16
2019/1 semester,2,2102650,8:00,9:30,8:00,10:00,2
2019/1 semester,4,2102650,8:00,9:30,8:00,10:00,2
2019/1 semester,5,2102774,13:00,16:00,13:00,16:00,1
2019/1 semester,5,2102785,9:00,12:00,9:00,12:00,3
2019/1 semester,5,2102875,13:30,16:30,13:00,17:00,6
2019/1 semester,4,2102876,12:30,14:00,12:00,14:00,2
2019/1 semester,5,2102876,12:30,14:00,12:00,14:00,2
2019/1 semester,2,2103106,13:00,14:00,13:00,14:00,65
2019/1 semester,2,2103106,14:00,18:00,14:00,18:00,65
2019/1 semester,2,2103106,13:00,14:00,13:00,14:00,70
2019/1 semester,2,2103106,14:00,18:00,14:00,18:00,70
2019/1 semester,3,2103106,13:00,14:00,13:00,14:00,67
2019/1 semester,3,2103106,14:00,18:00,14:00,18:00,67
2019/1 semester,3,2103106,13:00,14:00,13:00,14:00,79
2019/1 semester,3,2103106,14:00,18:00,14:00,18:00,79
2019/1 semester,5,2103106,13:00,14:00,13:00,14:00,78
2019/1 semester,5,2103106,14:00,18:00,14:00,18:00,78
2019/1 semester,5,2103106,13:00,14:00,13:00,14:00,72
2019/1 semester,5,2103106,14:00,18:00,14:00,18:00,72
2019/1 semester,3,2103201,13:00,15:00,13:00,15:00,80
2019/1 semester,3,2103201,15:00,17:00,15:00,17:00,80
2019/1 semester,2,2103211,11:00,12:30,11:00,13:00,51
2019/1 semester,2,2103211,11:00,12:30,11:00,13:00,53
2019/1 semester,4,2103211,11:00,12:30,11:00,13:00,51
2019/1 semester,4,2103211,11:00,12:30,11:00,13:00,53
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,59
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,40
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,57
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,59
2019/1 semester,2,2103213,9:30,11:00,9:00,11:00,40
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,59
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,40
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,60
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,57
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,59
2019/1 semester,4,2103213,9:30,11:00,9:00,11:00,40
2019/1 semester,2,2103231,16:15,18:15,16:00,19:00,49
2019/1 semester,3,2103231,16:15,18:15,16:00,19:00,49
2019/1 semester,3,2103241,9:30,11:00,9:00,11:00,4
2019/1 semester,5,2103241,9:30,11:00,9:00,11:00,4
2019/1 semester,3,2103242,9:30,11:30,9:00,12:00,49
2019/1 semester,3,2103242,9:30,11:30,9:00,12:00,47
2019/1 semester,5,2103242,9:30,11:30,9:00,12:00,49
2019/1 semester,5,2103242,9:30,11:30,9:00,12:00,47
2019/1 semester,3,2103295,9:30,11:00,9:00,11:00,60
2019/1 semester,5,2103295,9:30,11:00,9:00,11:00,60
2019/1 semester,6,2103301,8:00,10:00,8:00,10:00,83
2019/1 semester,6,2103301,10:00,12:00,10:00,12:00,83
2019/1 semester,5,2103303,13:00,16:00,13:00,16:00,1
2019/1 semester,3,2103304,8:00,9:30,8:00,10:00,86
2019/1 semester,5,2103304,8:00,9:30,8:00,10:00,86
2019/1 semester,5,2103306,13:00,16:00,13:00,16:00,84
2019/1 semester,4,2103322,8:00,9:30,8:00,10:00,55
2019/1 semester,2,2103322,8:00,9:30,8:00,10:00,55
2019/1 semester,4,2103322,8:00,9:30,8:00,10:00,48
2019/1 semester,2,2103322,8:00,9:30,8:00,10:00,48
2019/1 semester,6,2103325,14:00,18:00,14:00,18:00,25
2019/1 semester,6,2103325,14:00,18:00,14:00,18:00,24
2019/1 semester,6,2103325,14:00,18:00,14:00,18:00,25
2019/1 semester,4,2103335,13:00,16:00,13:00,16:00,15
2019/1 semester,4,2103360,13:00,14:00,13:00,14:00,9
2019/1 semester,4,2103360,14:00,17:00,14:00,17:00,9
2019/1 semester,4,2103360,13:00,14:00,13:00,14:00,8
2019/1 semester,4,2103360,14:00,17:00,14:00,17:00,8
2019/1 semester,4,2103360,13:00,14:00,13:00,14:00,8
2019/1 semester,4,2103360,14:00,17:00,14:00,17:00,8
2019/1 semester,4,2103360,13:00,14:00,13:00,14:00,8
2019/1 semester,4,2103360,14:00,17:00,14:00,17:00,8
2019/1 semester,4,2103360,13:00,14:00,13:00,14:00,8
2019/1 semester,4,2103360,14:00,17:00,14:00,17:00,8
2019/1 semester,3,2103360,13:00,14:00,13:00,14:00,7
2019/1 semester,3,2103360,14:00,17:00,14:00,17:00,7
2019/1 semester,3,2103360,13:00,14:00,13:00,14:00,8
2019/1 semester,3,2103360,14:00,17:00,14:00,17:00,8
2019/1 semester,3,2103360,13:00,14:00,13:00,14:00,9
2019/1 semester,3,2103360,14:00,17:00,14:00,17:00,9
2019/1 semester,3,2103360,13:00,14:00,13:00,14:00,8
2019/1 semester,3,2103360,14:00,17:00,14:00,17:00,8
2019/1 semester,3,2103360,13:00,14:00,13:00,14:00,9
2019/1 semester,3,2103360,14:00,17:00,14:00,17:00,9
2019/1 semester,4,2103381,9:00,12:00,9:00,12:00,16
2019/1 semester,3,2103382,13:00,16:00,13:00,16:00,15
2019/1 semester,3,2103408,8:00,11:00,8:00,11:00,20
2019/1 semester,4,2103409,13:00,16:00,13:00,16:00,40
2019/1 semester,4,2103409,13:00,16:00,13:00,16:00,36
2019/1 semester,6,2103461,13:00,14:00,13:00,14:00,10
2019/1 semester,6,2103461,14:00,17:00,14:00,17:00,10
2019/1 semester,6,2103461,13:00,14:00,13:00,14:00,7
2019/1 semester,6,2103461,14:00,17:00,14:00,17:00,7
2019/1 semester,2,2103463,9:30,11:00,9:00,11:00,100
2019/1 semester,4,2103463,9:30,11:00,9:00,11:00,100
2019/1 semester,2,2103465,11:00,12:30,11:00,13:00,10
2019/1 semester,4,2103465,11:00,12:30,11:00,13:00,10
2019/1 semester,2,2103479,13:00,16:00,13:00,16:00,25
2019/1 semester,2,2103481,9:30,11:00,9:00,11:00,6
2019/1 semester,2,2103481,13:00,16:00,13:00,16:00,6
2019/1 semester,2,2103481,9:30,11:00,9:00,11:00,3
2019/1 semester,3,2103481,13:00,16:00,13:00,16:00,3
2019/1 semester,2,2103481,9:30,11:00,9:00,11:00,4
2019/1 semester,4,2103481,13:00,16:00,13:00,16:00,4
2019/1 semester,2,2103481,9:30,11:00,9:00,11:00,6
2019/1 semester,5,2103481,13:00,16:00,13:00,16:00,6
2019/1 semester,4,2103481,9:30,11:00,9:00,11:00,6
2019/1 semester,4,2103481,9:30,11:00,9:00,11:00,3
2019/1 semester,4,2103481,9:30,11:00,9:00,11:00,4
2019/1 semester,4,2103481,9:30,11:00,9:00,11:00,6
2019/1 semester,5,2103483,13:00,14:00,13:00,14:00,5
2019/1 semester,5,2103483,14:00,18:00,14:00,18:00,5
2019/1 semester,5,2103483,13:00,14:00,13:00,14:00,5
2019/1 semester,5,2103483,14:00,18:00,14:00,18:00,5
2019/1 semester,5,2103483,13:00,14:00,13:00,14:00,5
2019/1 semester,5,2103483,14:00,18:00,14:00,18:00,5
2019/1 semester,5,2103483,13:00,14:00,13:00,14:00,2
2019/1 semester,5,2103483,14:00,18:00,14:00,18:00,2
2019/1 semester,4,2103489,16:00,18:00,16:00,18:00,91
2019/1 semester,3,2103491,9:00,12:00,9:00,12:00,44
2019/1 semester,2,2103530,13:00,16:00,13:00,16:00,24
2019/1 semester,6,2103532,8:00,10:00,8:00,10:00,41
2019/1 semester,6,2103532,10:00,13:00,10:00,13:00,41
2019/1 semester,3,2103533,13:00,15:00,13:00,15:00,3
2019/1 semester,5,2103533,15:00,18:00,15:00,18:00,3
2019/1 semester,3,2103533,13:00,15:00,13:00,15:00,3
2019/1 semester,5,2103533,15:00,18:00,15:00,18:00,3
2019/1 semester,6,2103540,9:00,11:00,9:00,11:00,11
2019/1 semester,6,2103540,11:00,14:00,11:00,14:00,11
2019/1 semester,5,2103555,9:30,12:30,9:00,13:00,18
2019/1 semester,3,2103601,13:00,16:00,13:00,16:00,13
2019/1 semester,2,2103602,9:00,11:00,9:00,11:00,6
2019/1 semester,6,2103602,9:00,11:00,9:00,11:00,6
2019/1 semester,3,2103603,9:30,11:00,9:00,11:00,7
2019/1 semester,5,2103603,9:30,11:00,9:00,11:00,7
2019/1 semester,4,2103604,9:00,12:00,9:00,12:00,8
2019/1 semester,3,2103610,9:00,12:00,9:00,12:00,7
2019/1 semester,6,2103611,13:00,16:00,13:00,16:00,7
2019/1 semester,5,2103612,9:00,12:00,9:00,12:00,1
2019/1 semester,6,2103615,13:00,16:00,13:00,16:00,1
2019/1 semester,2,2103631,9:30,11:00,9:00,11:00,7
2019/1 semester,4,2103631,9:30,11:00,9:00,11:00,7
2019/1 semester,4,2103650,13:00,16:00,13:00,16:00,13
2019/1 semester,4,2104181,9:00,12:00,9:00,12:00,25
2019/1 semester,2,2104203,11:00,12:30,11:00,13:00,55
2019/1 semester,4,2104203,11:00,12:30,11:00,13:00,55
2019/1 semester,4,2104204,13:00,16:00,13:00,16:00,0
2019/1 semester,3,2104251,13:30,15:30,13:00,16:00,86
2019/1 semester,3,2104253,8:00,11:00,8:00,11:00,70
2019/1 semester,6,2104253,9:00,12:00,9:00,12:00,52
2019/1 semester,2,2104255,13:00,15:00,13:00,15:00,45
2019/1 semester,2,2104255,15:00,18:00,15:00,18:00,45
2019/1 semester,5,2104255,13:00,15:00,13:00,15:00,43
2019/1 semester,5,2104255,15:00,18:00,15:00,18:00,43
2019/1 semester,3,2104351,13:00,15:00,13:00,15:00,44
2019/1 semester,3,2104351,15:00,17:00,15:00,17:00,44
2019/1 semester,6,2104351,8:30,10:30,8:00,11:00,39
2019/1 semester,6,2104351,10:30,12:30,10:00,13:00,39
2019/1 semester,2,2104353,13:00,16:00,13:00,16:00,83
2019/1 semester,3,2104355,13:00,14:00,13:00,14:00,39
2019/1 semester,3,2104355,14:00,17:00,14:00,17:00,39
2019/1 semester,6,2104355,8:30,9:30,8:00,10:00,43
2019/1 semester,6,2104355,9:30,12:30,9:00,13:00,43
2019/1 semester,4,2104356,9:00,11:00,9:00,11:00,82
2019/1 semester,3,2104357,9:00,12:00,9:00,12:00,49
2019/1 semester,5,2104357,9:00,12:00,9:00,12:00,30
2019/1 semester,4,2104361,13:00,16:00,13:00,16:00,47
2019/1 semester,6,2104361,13:00,16:00,13:00,16:00,35
2019/1 semester,5,2104414,13:00,16:00,13:00,16:00,2
2019/1 semester,2,2104432,13:00,16:00,13:00,16:00,29
2019/1 semester,5,2104456,13:00,15:00,13:00,15:00,4
2019/1 semester,5,2104456,15:00,16:00,15:00,16:00,4
2019/1 semester,5,2104459,9:00,12:00,9:00,12:00,17
2019/1 semester,6,2104495,13:00,16:00,13:00,16:00,0
2019/1 semester,6,2104505,9:00,12:00,9:00,12:00,4
2019/1 semester,3,2104509,13:00,16:00,13:00,16:00,9
2019/1 semester,2,2104515,9:00,12:00,9:00,12:00,14
2019/1 semester,4,2104523,9:00,12:00,9:00,12:00,15
2019/1 semester,6,2104528,13:00,16:00,13:00,16:00,1
2019/1 semester,3,2104529,9:00,12:00,9:00,12:00,20
2019/1 semester,4,2104548,9:00,12:00,9:00,12:00,18
2019/1 semester,4,2104559,13:00,15:00,13:00,15:00,18
2019/1 semester,4,2104559,15:00,16:00,15:00,16:00,18
2019/1 semester,3,2104559,9:00,11:00,9:00,11:00,17
2019/1 semester,3,2104559,11:00,12:00,11:00,12:00,17
2019/1 semester,2,2104581,13:00,16:00,13:00,16:00,9
2019/1 semester,3,2104581,13:00,16:00,13:00,16:00,1
2019/1 semester,5,2104585,13:00,16:00,13:00,16:00,4
2019/1 semester,5,2104588,9:00,12:00,9:00,12:00,12
2019/1 semester,4,2104590,9:00,12:00,9:00,12:00,19
2019/1 semester,4,2104601,9:00,12:00,9:00,12:00,3
2019/1 semester,3,2104606,9:00,12:00,9:00,12:00,0
2019/1 semester,3,2104612,13:00,16:00,13:00,16:00,5
2019/1 semester,5,2104615,13:00,16:00,13:00,16:00,20
2019/1 semester,2,2104617,9:00,12:00,9:00,12:00,2
2019/1 semester,5,2104642,13:00,16:00,13:00,16:00,2
2019/1 semester,6,2104645,9:00,11:00,9:00,11:00,2
2019/1 semester,6,2104645,11:00,12:00,11:00,12:00,2
2019/1 semester,3,2104649,13:00,16:00,13:00,16:00,4
2019/1 semester,2,2104696,13:00,16:00,13:00,16:00,19
2019/1 semester,2,2104696,13:00,16:00,13:00,16:00,19
2019/1 semester,4,2104697,13:00,16:00,13:00,16:00,23
2019/1 semester,5,2104711,9:00,12:00,9:00,12:00,5
2019/1 semester,3,2105220,8:00,9:30,8:00,10:00,22
2019/1 semester,3,2105220,9:30,11:00,9:00,11:00,29
2019/1 semester,2,2105220,11:00,12:30,11:00,13:00,29
2019/1 semester,5,2105220,8:00,9:30,8:00,10:00,22
2019/1 semester,5,2105220,9:30,11:00,9:00,11:00,29
2019/1 semester,4,2105220,11:00,12:30,11:00,13:00,29
2019/1 semester,2,2105221,13:00,16:00,13:00,16:00,19
2019/1 semester,3,2105221,13:00,16:00,13:00,16:00,19
2019/1 semester,4,2105221,13:00,16:00,13:00,16:00,20
2019/1 semester,5,2105221,13:00,16:00,13:00,16:00,21
2019/1 semester,2,2105222,8:00,9:30,8:00,10:00,59
2019/1 semester,2,2105222,8:00,9:30,8:00,10:00,49
2019/1 semester,4,2105222,8:00,9:30,8:00,10:00,59
2019/1 semester,4,2105222,8:00,9:30,8:00,10:00,49
2019/1 semester,3,2105261,13:00,16:00,13:00,16:00,45
2019/1 semester,5,2105261,13:00,16:00,13:00,16:00,33
2019/1 semester,3,2105262,9:30,11:00,9:00,11:00,41
2019/1 semester,3,2105262,11:00,12:30,11:00,13:00,41
2019/1 semester,3,2105262,13:00,16:00,13:00,16:00,25
2019/1 semester,5,2105262,9:30,11:00,9:00,11:00,41
2019/1 semester,5,2105262,11:00,12:30,11:00,13:00,41
2019/1 semester,3,2105331,9:30,11:00,9:00,11:00,38
2019/1 semester,3,2105331,8:00,9:30,8:00,10:00,46
2019/1 semester,5,2105331,9:30,11:00,9:00,11:00,38
2019/1 semester,5,2105331,8:00,9:30,8:00,10:00,46
2019/1 semester,3,2105332,8:00,9:30,8:00,10:00,37
2019/1 semester,3,2105332,9:30,11:00,9:00,11:00,47
2019/1 semester,5,2105332,8:00,9:30,8:00,10:00,37
2019/1 semester,5,2105332,9:30,11:00,9:00,11:00,47
2019/1 semester,3,2105352,11:00,12:30,11:00,13:00,56
2019/1 semester,2,2105352,8:00,9:30,8:00,10:00,31
2019/1 semester,5,2105352,11:00,12:30,11:00,13:00,56
2019/1 semester,4,2105352,8:00,9:30,8:00,10:00,31
2019/1 semester,2,2105356,16:00,19:00,16:00,19:00,17
2019/1 semester,3,2105356,13:00,16:00,13:00,16:00,21
2019/1 semester,4,2105356,13:00,16:00,13:00,16:00,21
2019/1 semester,5,2105356,13:00,16:00,13:00,16:00,21
2019/1 semester,2,2105373,13:00,16:00,13:00,16:00,32
2019/1 semester,2,2105373,10:00,11:30,10:00,12:00,42
2019/1 semester,4,2105373,9:30,11:00,9:00,11:00,42
2019/1 semester,2,2105373,8:00,9:30,8:00,10:00,17
2019/1 semester,4,2105373,8:00,9:30,8:00,10:00,17
2019/1 semester,2,2105458,13:00,16:00,13:00,16:00,15
2019/1 semester,3,2105458,9:00,12:00,9:00,12:00,9
2019/1 semester,5,2105458,9:00,12:00,9:00,12:00,21
2019/1 semester,6,2105458,8:00,11:00,8:00,11:00,21
2019/1 semester,3,2105463,13:00,16:00,13:00,16:00,40
2019/1 semester,5,2105463,13:00,16:00,13:00,16:00,28
2019/1 semester,2,2105464,8:00,10:00,8:00,10:00,45
2019/1 semester,3,2105464,8:00,11:00,8:00,11:00,45
2019/1 semester,2,2105464,10:00,12:00,10:00,12:00,22
2019/1 semester,2,2105464,13:00,16:00,13:00,16:00,22
2019/1 semester,2,2105472,10:00,11:30,10:00,12:00,44
2019/1 semester,4,2105472,9:30,11:00,9:00,11:00,44
2019/1 semester,2,2105472,8:00,9:30,8:00,10:00,21
2019/1 semester,4,2105472,8:00,9:30,8:00,10:00,21
2019/1 semester,4,2105479,13:00,16:00,13:00,16:00,36
2019/1 semester,5,2105480,13:00,16:00,13:00,16:00,40
2019/1 semester,3,2105480,13:00,16:00,13:00,16:00,29
2019/1 semester,2,2105602,13:00,16:00,13:00,16:00,67
2019/1 semester,4,2105602,13:00,16:00,13:00,16:00,21
2019/1 semester,4,2105602,9:00,12:00,9:00,12:00,46
2019/1 semester,3,2105603,13:00,16:00,13:00,16:00,19
2019/1 semester,6,2105603,9:30,12:30,9:00,13:00,0
2019/1 semester,3,2105603,9:30,12:30,9:00,13:00,35
2019/1 semester,4,2105604,13:00,16:00,13:00,16:00,58
2019/1 semester,4,2105604,8:00,11:00,8:00,11:00,5
2019/1 semester,2,2105606,12:00,13:00,12:00,13:00,23
2019/1 semester,2,2105606,12:00,13:00,12:00,13:00,23
2019/1 semester,2,2105606,12:00,13:00,12:00,13:00,23
2019/1 semester,2,2105606,12:00,13:00,12:00,13:00,23
2019/1 semester,5,2105614,13:00,16:00,13:00,16:00,14
2019/1 semester,4,2105614,13:00,16:00,13:00,16:00,0
2019/1 semester,4,2105618,9:00,12:00,9:00,12:00,41
2019/1 semester,5,2105619,8:00,11:00,8:00,11:00,18
2019/1 semester,4,2105623,9:30,12:30,9:00,13:00,7
2019/1 semester,5,2105634,13:00,16:00,13:00,16:00,30
2019/1 semester,5,2105636,13:00,16:00,13:00,16:00,51
2019/1 semester,5,2105636,13:00,16:00,13:00,16:00,0
2019/1 semester,5,2105636,13:00,16:00,13:00,16:00,51
2019/1 semester,5,2105636,13:00,16:00,13:00,16:00,0
2019/1 semester,2,2105638,8:00,11:00,8:00,11:00,28
2019/1 semester,5,2105641,9:00,10:00,9:00,10:00,0
2019/1 semester,5,2105641,9:00,10:00,9:00,10:00,0
2019/1 semester,5,2105641,10:00,11:00,10:00,11:00,0
2019/1 semester,5,2105641,11:00,12:00,11:00,12:00,0
2019/1 semester,5,2105641,10:00,11:00,10:00,11:00,0
2019/1 semester,5,2105641,11:00,12:00,11:00,12:00,0
2019/1 semester,5,2105649,9:00,12:00,9:00,12:00,30
2019/1 semester,2,2105649,9:00,12:00,9:00,12:00,0
