Date,Time,Timestamp,Day of week,Hour,Quarter,Month,Day of year,Day of month,Week of year,Temperature,Weather Condition,Humidity,Wind Speed,Pressure,is_lunch_break,is_class_time,1204,412,1203,421,422
2019-02-26,14:00,2019-02-26 14:00,2,14,1,2,57,26,9,34,Partly Cloudy,0.52,7.00,29.81,NO,YES,0,0,0,0,0
2019-02-26,15:00,2019-02-26 15:00,2,15,1,2,57,26,9,34,Partly Cloudy,0.49,9.00,29.79,NO,YES,0,1,0,2,1
2019-02-26,16:00,2019-02-26 16:00,2,16,1,2,57,26,9,33,Partly Cloudy,0.55,15.00,29.79,NO,NO,0,1,0,1,2
2019-02-26,17:00,2019-02-26 17:00,2,17,1,2,57,26,9,31,Fair,0.62,14.00,29.79,NO,NO,0,0,0,0,0
2019-02-26,18:00,2019-02-26 18:00,2,18,1,2,57,26,9,30,Fair,0.62,13.00,29.79,NO,NO,0,1,0,0,0
2019-02-26,19:00,2019-02-26 19:00,2,19,1,2,57,26,9,29,Fair,0.70,12.00,29.81,NO,NO,0,0,0,0,0
2019-02-26,20:00,2019-02-26 20:00,2,20,1,2,57,26,9,29,Fair,0.70,13.00,29.81,NO,NO,0,0,0,0,0
2019-02-27,7:00,2019-02-27 07:00,3,7,1,2,58,27,9,25,Fair,0.89,6.00,29.81,NO,NO,1,0,0,0,0
2019-02-27,8:00,2019-02-27 08:00,3,8,1,2,58,27,9,27,Fair,0.84,0.00,29.84,NO,NO,1,1,0,0,0
2019-02-27,9:00,2019-02-27 09:00,3,9,1,2,58,27,9,29,Fair,0.74,3.00,29.84,NO,YES,1,0,0,0,0
2019-02-27,10:00,2019-02-27 10:00,3,10,1,2,58,27,9,30,Fair,0.70,0.00,29.87,NO,YES,1,1,0,1,0
2019-02-27,11:00,2019-02-27 11:00,3,11,1,2,58,27,9,32,Fair,0.59,5.00,29.87,NO,YES,0,0,0,0,0
2019-02-27,12:00,2019-02-27 12:00,3,12,1,2,58,27,9,32,Partly Cloudy,0.59,6.00,29.84,YES,NO,0,0,0,0,0
2019-02-27,13:00,2019-02-27 13:00,3,13,1,2,58,27,9,32,Partly Cloudy,0.59,6.00,29.81,NO,YES,1,1,0,0,0
2019-02-27,14:00,2019-02-27 14:00,3,14,1,2,58,27,9,34,Partly Cloudy,0.52,7.00,29.79,NO,YES,0,0,1,1,0
2019-02-27,15:00,2019-02-27 15:00,3,15,1,2,58,27,9,34,Partly Cloudy,0.49,7.00,29.76,NO,YES,0,0,0,0,1
2019-02-27,16:00,2019-02-27 16:00,3,16,1,2,58,27,9,33,Partly Cloudy,0.52,6.00,29.73,NO,NO,0,1,0,1,1
2019-02-27,17:00,2019-02-27 17:00,3,17,1,2,58,27,9,33,Fair,0.52,9.00,29.73,NO,NO,0,0,0,0,0
2019-02-27,18:00,2019-02-27 18:00,3,18,1,2,58,27,9,32,Fair,0.55,10.00,29.76,NO,NO,0,0,0,1,1
2019-02-27,19:00,2019-02-27 19:00,3,19,1,2,58,27,9,30,Fair,0.62,7.00,29.76,NO,NO,0,0,0,0,0
2019-02-27,20:00,2019-02-27 20:00,3,20,1,2,58,27,9,30,Fair,0.62,9.00,29.79,NO,NO,0,0,0,0,0
2019-02-28,7:00,2019-02-28 07:00,4,7,1,2,59,28,9,26,Fair,0.94,5.00,29.81,NO,NO,0,0,0,0,0
2019-02-28,8:00,2019-02-28 08:00,4,8,1,2,59,28,9,27,Fair,0.89,6.00,29.84,NO,NO,0,0,0,0,0
2019-02-28,9:00,2019-02-28 09:00,4,9,1,2,59,28,9,29,Fair,0.74,8.00,29.84,NO,YES,1,0,0,0,0
2019-02-28,10:00,2019-02-28 10:00,4,10,1,2,59,28,9,31,Fair,0.62,8.00,29.87,NO,YES,1,0,0,0,0
2019-02-28,11:00,2019-02-28 11:00,4,11,1,2,59,28,9,32,Fair,0.59,8.00,29.84,NO,YES,0,1,0,0,0
2019-02-28,12:00,2019-02-28 12:00,4,12,1,2,59,28,9,33,Partly Cloudy,0.55,9.00,29.81,YES,NO,0,0,0,1,0
2019-02-28,13:00,2019-02-28 13:00,4,13,1,2,59,28,9,33,Partly Cloudy,0.52,9.00,29.79,NO,YES,0,0,0,0,0
2019-02-28,14:00,2019-02-28 14:00,4,14,1,2,59,28,9,34,Partly Cloudy,0.49,9.00,29.79,NO,YES,0,0,0,0,0
2019-02-28,15:00,2019-02-28 15:00,4,15,1,2,59,28,9,34,Fair,0.46,9.00,29.76,NO,YES,0,0,0,0,0
2019-02-28,16:00,2019-02-28 16:00,4,16,1,2,59,28,9,34,Fair,0.49,8.00,29.73,NO,NO,0,1,0,0,0
2019-02-28,17:00,2019-02-28 17:00,4,17,1,2,59,28,9,34,Fair,0.49,9.00,29.73,NO,NO,0,0,0,0,0
2019-02-28,18:00,2019-02-28 18:00,4,18,1,2,59,28,9,31,Fair,0.62,10.00,29.76,NO,NO,0,0,0,0,0
2019-02-28,19:00,2019-02-28 19:00,4,19,1,2,59,28,9,30,Fair,0.62,12.00,29.76,NO,NO,0,0,0,0,0
2019-02-28,20:00,2019-02-28 20:00,4,20,1,2,59,28,9,29,Fair,0.70,9.00,29.79,NO,NO,0,0,0,0,0
2019-03-01,7:00,2019-03-01 07:00,5,7,1,3,60,1,9,26,Fair,0.94,6.00,29.84,NO,NO,1,0,1,0,0
2019-03-01,8:00,2019-03-01 08:00,5,8,1,3,60,1,9,27,Fair,0.89,6.00,29.87,NO,NO,3,0,1,0,0
2019-03-01,9:00,2019-03-01 09:00,5,9,1,3,60,1,9,30,Fair,0.74,6.00,29.87,NO,YES,2,0,1,0,0
2019-03-01,10:00,2019-03-01 10:00,5,10,1,3,60,1,9,32,Fair,0.62,9.00,29.90,NO,YES,0,0,0,0,0
2019-03-01,11:00,2019-03-01 11:00,5,11,1,3,60,1,9,33,Fair,0.59,8.00,29.87,NO,YES,1,0,0,0,0
2019-03-01,12:00,2019-03-01 12:00,5,12,1,3,60,1,9,34,Partly Cloudy,0.56,7.00,29.87,YES,NO,0,0,0,0,0
2019-03-01,13:00,2019-03-01 13:00,5,13,1,3,60,1,9,34,Partly Cloudy,0.52,10.00,29.81,NO,YES,0,0,0,0,0
2019-03-01,14:00,2019-03-01 14:00,5,14,1,3,60,1,9,34,Fair,0.56,10.00,29.79,NO,YES,0,0,0,0,1
2019-03-01,15:00,2019-03-01 15:00,5,15,1,3,60,1,9,34,Fair,0.49,10.00,29.76,NO,YES,0,2,0,0,0
2019-03-01,16:00,2019-03-01 16:00,5,16,1,3,60,1,9,34,Fair,0.49,10.00,29.76,NO,NO,0,0,0,0,0
2019-03-01,17:00,2019-03-01 17:00,5,17,1,3,60,1,9,34,Fair,0.46,10.00,29.76,NO,NO,0,0,0,0,1
2019-03-01,18:00,2019-03-01 18:00,5,18,1,3,60,1,9,32,Fair,0.59,10.00,29.76,NO,NO,0,0,0,0,0
2019-03-01,19:00,2019-03-01 19:00,5,19,1,3,60,1,9,30,Fair,0.66,10.00,29.79,NO,NO,0,0,0,0,0
2019-03-01,20:00,2019-03-01 20:00,5,20,1,3,60,1,9,30,Fair,0.70,10.00,29.79,NO,NO,0,0,0,0,0
2019-03-11,7:00,2019-03-11 07:00,1,7,1,3,70,11,11,25,Partly Cloudy,1.00,5.00,29.87,NO,NO,1,0,0,0,0
2019-03-11,8:00,2019-03-11 08:00,1,8,1,3,70,11,11,27,Fair,0.89,5.00,29.90,NO,NO,0,0,0,0,0
2019-03-11,9:00,2019-03-11 09:00,1,9,1,3,70,11,11,29,Fair,0.79,6.00,29.93,NO,YES,2,0,0,0,0
2019-03-11,10:00,2019-03-11 10:00,1,10,1,3,70,11,11,32,Fair,0.59,3.00,29.93,NO,YES,0,0,0,0,0
2019-03-11,11:00,2019-03-11 11:00,1,11,1,3,70,11,11,33,Fair,0.46,7.00,29.93,NO,YES,1,0,0,0,1
2019-03-11,12:00,2019-03-11 12:00,1,12,1,3,70,11,11,35,Fair,0.44,7.00,29.90,YES,NO,1,0,0,1,0
2019-03-11,13:00,2019-03-11 13:00,1,13,1,3,70,11,11,36,Fair,0.39,6.00,29.84,NO,YES,0,0,0,0,0
2019-03-11,14:00,2019-03-11 14:00,1,14,1,3,70,11,11,35,Fair,0.41,7.00,29.81,NO,YES,0,0,0,0,0
2019-03-11,15:00,2019-03-11 15:00,1,15,1,3,70,11,11,36,Partly Cloudy,0.32,6.00,29.79,NO,YES,0,0,0,0,0
2019-03-11,16:00,2019-03-11 16:00,1,16,1,3,70,11,11,35,Fair,0.47,5.00,29.76,NO,NO,0,2,1,0,0
2019-03-11,17:00,2019-03-11 17:00,1,17,1,3,70,11,11,35,Fair,0.44,9.00,29.76,NO,NO,0,0,1,0,0
2019-03-11,18:00,2019-03-11 18:00,1,18,1,3,70,11,11,34,Fair,0.41,9.00,29.79,NO,NO,0,0,0,0,0
2019-03-11,19:00,2019-03-11 19:00,1,19,1,3,70,11,11,32,Fair,0.55,8.00,29.79,NO,NO,0,0,0,0,0
2019-03-11,20:00,2019-03-11 20:00,1,20,1,3,70,11,11,30,Fair,0.66,9.00,29.79,NO,NO,0,0,0,0,0
2019-03-12,7:00,2019-03-12 07:00,2,7,1,3,71,12,11,25,Fair,1.00,3.00,29.87,NO,NO,0,0,0,0,0
2019-03-12,8:00,2019-03-12 08:00,2,8,1,3,71,12,11,26,Fair,0.94,5.00,29.90,NO,NO,2,0,0,0,0
2019-03-12,9:00,2019-03-12 09:00,2,9,1,3,71,12,11,29,Fair,0.84,6.00,29.90,NO,YES,1,0,0,0,0
2019-03-12,10:00,2019-03-12 10:00,2,10,1,3,71,12,11,32,Fair,0.66,5.00,29.90,NO,YES,0,0,1,0,0
2019-03-12,11:00,2019-03-12 11:00,2,11,1,3,71,12,11,34,Fair,0.28,6.00,29.90,NO,YES,0,0,0,0,0
2019-03-12,12:00,2019-03-12 12:00,2,12,1,3,71,12,11,36,Fair,0.23,6.00,29.87,YES,NO,0,0,0,0,0
2019-03-12,13:00,2019-03-12 13:00,2,13,1,3,71,12,11,37,Fair,0.18,8.00,29.84,NO,YES,1,0,0,0,0
2019-03-12,14:00,2019-03-12 14:00,2,14,1,3,71,12,11,38,Fair,0.17,7.00,29.81,NO,YES,0,1,0,0,0
2019-03-12,15:00,2019-03-12 15:00,2,15,1,3,71,12,11,37,Fair,0.19,9.00,29.79,NO,YES,0,1,0,0,1
2019-03-12,16:00,2019-03-12 16:00,2,16,1,3,71,12,11,37,Fair,0.29,10.00,29.76,NO,NO,1,2,0,0,1
2019-03-12,17:00,2019-03-12 17:00,2,17,1,3,71,12,11,37,Fair,0.22,7.00,29.76,NO,NO,0,0,0,0,0
2019-03-12,18:00,2019-03-12 18:00,2,18,1,3,71,12,11,35,Fair,0.25,10.00,29.76,NO,NO,0,0,0,0,0
2019-03-12,19:00,2019-03-12 19:00,2,19,1,3,71,12,11,33,Fair,0.34,6.00,29.79,NO,NO,0,0,0,0,0
2019-03-12,20:00,2019-03-12 20:00,2,20,1,3,71,12,11,31,Fair,0.35,6.00,29.81,NO,NO,0,0,0,0,0
2019-03-13,7:00,2019-03-13 07:00,3,7,1,3,72,13,11,25,Fog,0.94,5.00,29.87,NO,NO,1,0,1,0,0
2019-03-13,8:00,2019-03-13 08:00,3,8,1,3,72,13,11,27,Fog,0.89,5.00,29.90,NO,NO,2,0,0,0,0
2019-03-13,9:00,2019-03-13 09:00,3,9,1,3,72,13,11,29,Fair,0.84,6.00,29.93,NO,YES,1,0,0,0,0
2019-03-13,10:00,2019-03-13 10:00,3,10,1,3,72,13,11,31,Fair,0.75,5.00,29.93,NO,YES,1,0,0,0,0
2019-03-13,11:00,2019-03-13 11:00,3,11,1,3,72,13,11,34,Fair,0.52,6.00,29.90,NO,YES,1,0,0,0,0
2019-03-13,12:00,2019-03-13 12:00,3,12,1,3,72,13,11,36,Fair,0.41,8.00,29.90,YES,NO,1,0,1,0,0
2019-03-13,13:00,2019-03-13 13:00,3,13,1,3,72,13,11,35,Fair,0.41,7.00,29.84,NO,YES,0,0,0,0,0
2019-03-13,14:00,2019-03-13 14:00,3,14,1,3,72,13,11,37,Fair,0.37,9.00,29.81,NO,YES,0,0,0,1,0
2019-03-13,15:00,2019-03-13 15:00,3,15,1,3,72,13,11,37,Fair,0.37,14.00,29.79,NO,YES,0,0,0,0,0
2019-03-13,16:00,2019-03-13 16:00,3,16,1,3,72,13,11,36,Fair,0.39,10.00,29.79,NO,NO,0,0,0,0,1
2019-03-13,17:00,2019-03-13 17:00,3,17,1,3,72,13,11,36,Fair,0.30,10.00,29.79,NO,NO,0,1,0,0,0
2019-03-13,18:00,2019-03-13 18:00,3,18,1,3,72,13,11,33,Fair,0.49,10.00,29.81,NO,NO,0,0,0,0,0
2019-03-13,19:00,2019-03-13 19:00,3,19,1,3,72,13,11,31,Fair,0.62,9.00,29.81,NO,NO,0,0,0,0,0
2019-03-13,20:00,2019-03-13 20:00,3,20,1,3,72,13,11,30,Fair,0.74,9.00,29.84,NO,NO,0,0,0,0,0
2019-03-14,7:00,2019-03-14 07:00,4,7,1,3,73,14,11,26,Fair,0.94,7.00,29.90,NO,NO,0,0,0,0,0
2019-03-14,8:00,2019-03-14 08:00,4,8,1,3,73,14,11,27,Fair,0.89,8.00,29.93,NO,NO,0,0,0,0,0
2019-03-14,9:00,2019-03-14 09:00,4,9,1,3,73,14,11,29,Fair,0.79,8.00,29.96,NO,YES,2,0,1,0,0
2019-03-14,10:00,2019-03-14 10:00,4,10,1,3,73,14,11,31,Fair,0.70,8.00,29.96,NO,YES,0,0,0,0,0
2019-03-14,11:00,2019-03-14 11:00,4,11,1,3,73,14,11,34,Fair,0.56,8.00,29.93,NO,YES,0,1,1,0,1
2019-03-14,12:00,2019-03-14 12:00,4,12,1,3,73,14,11,34,Fair,0.52,9.00,29.93,YES,NO,1,0,1,0,0
2019-03-14,13:00,2019-03-14 13:00,4,13,1,3,73,14,11,35,Fair,0.49,10.00,29.87,NO,YES,0,0,0,0,0
2019-03-14,14:00,2019-03-14 14:00,4,14,1,3,73,14,11,35,Fair,0.49,8.00,29.84,NO,YES,0,0,0,0,0
2019-03-14,15:00,2019-03-14 15:00,4,15,1,3,73,14,11,35,Fair,0.49,9.00,29.81,NO,YES,0,0,1,1,0
2019-03-14,16:00,2019-03-14 16:00,4,16,1,3,73,14,11,35,Fair,0.49,9.00,29.81,NO,NO,0,0,0,1,0
2019-03-14,17:00,2019-03-14 17:00,4,17,1,3,73,14,11,34,Fair,0.49,12.00,29.81,NO,NO,0,0,0,0,0
2019-03-14,18:00,2019-03-14 18:00,4,18,1,3,73,14,11,32,Fair,0.62,12.00,29.84,NO,NO,0,1,0,1,0
2019-03-14,19:00,2019-03-14 19:00,4,19,1,3,73,14,11,30,Fair,0.66,9.00,29.84,NO,NO,0,0,0,0,0
2019-03-14,20:00,2019-03-14 20:00,4,20,1,3,73,14,11,30,Fair,0.66,9.00,29.87,NO,NO,0,0,0,0,0
2019-03-15,7:00,2019-03-15 07:00,5,7,1,3,74,15,11,27,Fair,0.89,6.00,29.90,NO,NO,1,0,1,0,0
2019-03-15,8:00,2019-03-15 08:00,5,8,1,3,74,15,11,28,Fair,0.84,7.00,29.93,NO,NO,1,0,0,0,0
2019-03-15,9:00,2019-03-15 09:00,5,9,1,3,74,15,11,30,Fair,0.74,5.00,29.96,NO,YES,1,0,0,0,0
2019-03-15,10:00,2019-03-15 10:00,5,10,1,3,74,15,11,32,Fair,0.59,9.00,29.96,NO,YES,0,0,0,0,0
2019-03-15,11:00,2019-03-15 11:00,5,11,1,3,74,15,11,34,Fair,0.52,8.00,29.96,NO,YES,0,0,0,1,0
2019-03-15,12:00,2019-03-15 12:00,5,12,1,3,74,15,11,35,Fair,0.47,8.00,29.93,YES,NO,0,0,0,0,1
2019-03-15,13:00,2019-03-15 13:00,5,13,1,3,74,15,11,36,Fair,0.41,7.00,29.90,NO,YES,0,0,0,0,0
2019-03-15,14:00,2019-03-15 14:00,5,14,1,3,74,15,11,36,Fair,0.39,9.00,29.87,NO,YES,0,0,0,2,0
2019-03-15,15:00,2019-03-15 15:00,5,15,1,3,74,15,11,36,Fair,0.34,12.00,29.84,NO,YES,0,0,0,0,0
2019-03-15,16:00,2019-03-15 16:00,5,16,1,3,74,15,11,35,Fair,0.44,10.00,29.81,NO,NO,0,0,0,0,0
2019-03-15,17:00,2019-03-15 17:00,5,17,1,3,74,15,11,34,Fair,0.46,9.00,29.81,NO,NO,0,0,0,0,0
2019-03-15,18:00,2019-03-15 18:00,5,18,1,3,74,15,11,33,Fair,0.38,8.00,29.81,NO,NO,0,0,0,0,0
2019-03-15,19:00,2019-03-15 19:00,5,19,1,3,74,15,11,32,Fair,0.52,7.00,29.84,NO,NO,0,0,0,0,0
2019-03-15,20:00,2019-03-15 20:00,5,20,1,3,74,15,11,30,Fair,0.66,8.00,29.84,NO,NO,0,0,0,0,0
2019-03-18,7:00,2019-03-18 07:00,1,7,1,3,77,18,12,27,Fair,0.94,6.00,29.87,NO,NO,0,0,1,0,0
2019-03-18,8:00,2019-03-18 08:00,1,8,1,3,77,18,12,28,Fair,0.84,6.00,29.90,NO,NO,0,0,0,0,0
2019-03-18,9:00,2019-03-18 09:00,1,9,1,3,77,18,12,30,Fair,0.79,7.00,29.90,NO,YES,1,0,0,0,0
2019-03-18,10:00,2019-03-18 10:00,1,10,1,3,77,18,12,33,Fair,0.63,8.00,29.90,NO,YES,0,0,1,0,0
2019-03-18,11:00,2019-03-18 11:00,1,11,1,3,77,18,12,34,Fair,0.56,7.00,29.90,NO,YES,0,0,0,0,0
2019-03-18,12:00,2019-03-18 12:00,1,12,1,3,77,18,12,35,Fair,0.53,8.00,29.87,YES,NO,2,0,1,0,0
2019-03-18,13:00,2019-03-18 13:00,1,13,1,3,77,18,12,35,Fair,0.53,9.00,29.84,NO,YES,0,0,0,0,1
2019-03-18,14:00,2019-03-18 14:00,1,14,1,3,77,18,12,35,Fair,0.53,10.00,29.81,NO,YES,0,0,0,0,0
2019-03-18,15:00,2019-03-18 15:00,1,15,1,3,77,18,12,36,Fair,0.50,9.00,29.79,NO,YES,0,0,0,0,1
2019-03-18,16:00,2019-03-18 16:00,1,16,1,3,77,18,12,35,Fair,0.53,12.00,29.76,NO,NO,0,0,0,0,0
2019-03-18,17:00,2019-03-18 17:00,1,17,1,3,77,18,12,34,Fair,0.56,12.00,29.76,NO,NO,0,0,0,0,0
2019-03-18,18:00,2019-03-18 18:00,1,18,1,3,77,18,12,32,Fair,0.59,14.00,29.76,NO,NO,0,0,0,0,0
2019-03-18,19:00,2019-03-18 19:00,1,19,1,3,77,18,12,30,Fair,0.70,8.00,29.79,NO,NO,0,0,0,0,0
2019-03-18,20:00,2019-03-18 20:00,1,20,1,3,77,18,12,30,Fair,0.70,8.00,29.81,NO,NO,0,0,0,0,0
2019-03-19,7:00,2019-03-19 07:00,2,7,1,3,78,19,12,28,Fair,0.84,6.00,29.84,NO,NO,0,0,0,0,0
2019-03-19,8:00,2019-03-19 08:00,2,8,1,3,78,19,12,30,Fair,0.74,8.00,29.87,NO,NO,1,0,0,0,0
2019-03-19,9:00,2019-03-19 09:00,2,9,1,3,78,19,12,31,Fair,0.70,9.00,29.87,NO,YES,1,0,1,0,0
2019-03-19,10:00,2019-03-19 10:00,2,10,1,3,78,19,12,33,Fair,0.63,12.00,29.90,NO,YES,0,0,0,1,1
2019-03-19,11:00,2019-03-19 11:00,2,11,1,3,78,19,12,34,Fair,0.56,9.00,29.87,NO,YES,1,0,1,0,0
2019-03-19,12:00,2019-03-19 12:00,2,12,1,3,78,19,12,35,Partly Cloudy,0.49,9.00,29.87,YES,NO,2,0,0,0,0
2019-03-19,13:00,2019-03-19 13:00,2,13,1,3,78,19,12,35,Fair,0.49,12.00,29.81,NO,YES,1,0,0,0,0
2019-03-19,14:00,2019-03-19 14:00,2,14,1,3,78,19,12,36,Fair,0.44,10.00,29.79,NO,YES,0,0,0,0,0
2019-03-19,15:00,2019-03-19 15:00,2,15,1,3,78,19,12,36,Fair,0.44,9.00,29.76,NO,YES,0,0,0,1,0
2019-03-19,16:00,2019-03-19 16:00,2,16,1,3,78,19,12,35,Fair,0.47,9.00,29.73,NO,NO,0,1,0,0,0
2019-03-19,17:00,2019-03-19 17:00,2,17,1,3,78,19,12,34,Fair,0.46,12.00,29.73,NO,NO,0,1,0,0,0
2019-03-19,18:00,2019-03-19 18:00,2,18,1,3,78,19,12,33,Fair,0.52,12.00,29.76,NO,NO,0,0,0,0,0
2019-03-19,19:00,2019-03-19 19:00,2,19,1,3,78,19,12,31,Fair,0.62,8.00,29.76,NO,NO,0,0,0,0,0
2019-03-19,20:00,2019-03-19 20:00,2,20,1,3,78,19,12,30,Fair,0.70,10.00,29.79,NO,NO,0,0,0,0,0
2019-03-20,7:00,2019-03-20 07:00,3,7,1,3,79,20,12,27,Fair,0.89,6.00,29.84,NO,NO,0,0,1,0,0
2019-03-20,8:00,2019-03-20 08:00,3,8,1,3,79,20,12,28,Fair,0.84,6.00,29.87,NO,NO,1,0,0,0,0
2019-03-20,9:00,2019-03-20 09:00,3,9,1,3,79,20,12,30,Partly Cloudy,0.74,9.00,29.87,NO,YES,2,0,0,0,0
2019-03-20,10:00,2019-03-20 10:00,3,10,1,3,79,20,12,32,Partly Cloudy,0.66,10.00,29.90,NO,YES,1,0,0,0,0
2019-03-20,11:00,2019-03-20 11:00,3,11,1,3,79,20,12,34,Partly Cloudy,0.59,9.00,29.87,NO,YES,0,0,0,1,0
2019-03-20,12:00,2019-03-20 12:00,3,12,1,3,79,20,12,35,Partly Cloudy,0.53,10.00,29.84,YES,NO,1,0,0,0,0
2019-03-20,13:00,2019-03-20 13:00,3,13,1,3,79,20,12,35,Partly Cloudy,0.53,9.00,29.81,NO,YES,1,0,2,0,0
2019-03-20,14:00,2019-03-20 14:00,3,14,1,3,79,20,12,35,Fair,0.53,12.00,29.79,NO,YES,0,0,0,1,0
2019-03-20,15:00,2019-03-20 15:00,3,15,1,3,79,20,12,35,Fair,0.49,10.00,29.76,NO,YES,0,0,0,1,0
2019-03-20,16:00,2019-03-20 16:00,3,16,1,3,79,20,12,35,Fair,0.47,10.00,29.73,NO,NO,0,0,0,0,1
2019-03-20,17:00,2019-03-20 17:00,3,17,1,3,79,20,12,34,Fair,0.52,10.00,29.73,NO,NO,0,0,0,0,0
2019-03-20,18:00,2019-03-20 18:00,3,18,1,3,79,20,12,32,Fair,0.59,9.00,29.76,NO,NO,0,0,0,0,0
2019-03-20,19:00,2019-03-20 19:00,3,19,1,3,79,20,12,31,Fair,0.66,10.00,29.76,NO,NO,0,0,0,0,0
2019-03-20,20:00,2019-03-20 20:00,3,20,1,3,79,20,12,29,Fair,0.79,12.00,29.79,NO,NO,0,0,0,0,0
2019-03-21,7:00,2019-03-21 07:00,4,7,1,3,80,21,12,27,Fair,0.89,5.00,29.84,NO,NO,0,0,0,0,0
2019-03-21,8:00,2019-03-21 08:00,4,8,1,3,80,21,12,28,Fair,0.89,6.00,29.84,NO,NO,1,0,0,0,0
2019-03-21,9:00,2019-03-21 09:00,4,9,1,3,80,21,12,31,Fair,0.75,8.00,29.87,NO,YES,3,0,0,0,0
2019-03-21,10:00,2019-03-21 10:00,4,10,1,3,80,21,12,33,Fair,0.63,8.00,29.87,NO,YES,1,0,0,0,0
2019-03-21,11:00,2019-03-21 11:00,4,11,1,3,80,21,12,34,Fair,0.59,7.00,29.87,NO,YES,1,1,0,0,0
2019-03-21,12:00,2019-03-21 12:00,4,12,1,3,80,21,12,35,Fair,0.53,8.00,29.84,YES,NO,1,0,0,1,0
2019-03-21,13:00,2019-03-21 13:00,4,13,1,3,80,21,12,35,Partly Cloudy,0.53,7.00,29.81,NO,YES,0,0,0,0,0
2019-03-21,14:00,2019-03-21 14:00,4,14,1,3,80,21,12,36,Partly Cloudy,0.50,7.00,29.76,NO,YES,0,0,0,1,0
2019-03-21,15:00,2019-03-21 15:00,4,15,1,3,80,21,12,37,Partly Cloudy,0.47,5.00,29.73,NO,YES,0,1,0,0,2
2019-03-21,16:00,2019-03-21 16:00,4,16,1,3,80,21,12,31,Light Rain with Thunder,0.66,24.00,29.73,NO,NO,0,1,0,0,0
2019-03-21,17:00,2019-03-21 17:00,4,17,1,3,80,21,12,32,Partly Cloudy,0.66,12.00,29.73,NO,NO,0,0,0,0,0
2019-03-21,18:00,2019-03-21 18:00,4,18,1,3,80,21,12,33,Partly Cloudy,0.63,5.00,29.73,NO,NO,0,0,0,0,1
2019-03-21,19:00,2019-03-21 19:00,4,19,1,3,80,21,12,31,Partly Cloudy,0.66,7.00,29.73,NO,NO,0,0,0,0,0
2019-03-21,20:00,2019-03-21 20:00,4,20,1,3,80,21,12,30,Partly Cloudy,0.74,6.00,29.76,NO,NO,0,0,0,0,0
2019-03-22,7:00,2019-03-22 07:00,5,7,1,3,81,22,12,27,Fair,0.94,7.00,29.81,NO,NO,0,0,0,0,1
2019-03-22,8:00,2019-03-22 08:00,5,8,1,3,81,22,12,28,Fair,0.84,6.00,29.84,NO,NO,1,0,0,0,0
2019-03-22,9:00,2019-03-22 09:00,5,9,1,3,81,22,12,30,Fair,0.79,8.00,29.84,NO,YES,2,0,0,0,0
2019-03-22,10:00,2019-03-22 10:00,5,10,1,3,81,22,12,33,Fair,0.66,7.00,29.84,NO,YES,0,0,0,0,0
2019-03-22,11:00,2019-03-22 11:00,5,11,1,3,81,22,12,34,Fair,0.46,6.00,29.84,NO,YES,0,1,0,1,0
2019-03-22,12:00,2019-03-22 12:00,5,12,1,3,81,22,12,35,Fair,0.44,8.00,29.81,YES,NO,0,1,0,0,0
2019-03-22,13:00,2019-03-22 13:00,5,13,1,3,81,22,12,37,Fair,0.37,7.00,29.79,NO,YES,0,1,0,0,0
2019-03-22,14:00,2019-03-22 14:00,5,14,1,3,81,22,12,38,Fair,0.33,7.00,29.76,NO,YES,1,0,0,2,0
2019-03-22,15:00,2019-03-22 15:00,5,15,1,3,81,22,12,39,Fair,0.27,7.00,29.73,NO,YES,0,1,0,1,0
2019-03-22,16:00,2019-03-22 16:00,5,16,1,3,81,22,12,37,Fair,0.42,9.00,29.70,NO,NO,0,0,0,0,0
2019-03-22,17:00,2019-03-22 17:00,5,17,1,3,81,22,12,36,Fair,0.50,9.00,29.70,NO,NO,0,0,0,1,0
2019-03-22,18:00,2019-03-22 18:00,5,18,1,3,81,22,12,35,Fair,0.53,10.00,29.70,NO,NO,0,0,0,0,0
2019-03-22,19:00,2019-03-22 19:00,5,19,1,3,81,22,12,33,Fair,0.52,7.00,29.70,NO,NO,0,0,0,0,0
2019-03-22,20:00,2019-03-22 20:00,5,20,1,3,81,22,12,32,Fair,0.59,10.00,29.76,NO,NO,0,0,0,0,0
2019-03-25,7:00,2019-03-25 07:00,1,7,1,3,84,25,13,27,Mostly Cloudy,0.84,7.00,29.84,NO,NO,0,0,1,0,0
2019-03-25,8:00,2019-03-25 08:00,1,8,1,3,84,25,13,28,Mostly Cloudy,0.84,7.00,29.87,NO,NO,1,0,0,0,0
2019-03-25,9:00,2019-03-25 09:00,1,9,1,3,84,25,13,30,Mostly Cloudy,0.74,8.00,29.87,NO,YES,0,0,0,0,0
2019-03-25,10:00,2019-03-25 10:00,1,10,1,3,84,25,13,30,Mostly Cloudy,0.74,12.00,29.90,NO,YES,0,0,0,0,0
2019-03-25,11:00,2019-03-25 11:00,1,11,1,3,84,25,13,31,Mostly Cloudy,0.70,10.00,29.90,NO,YES,0,0,0,0,0
2019-03-25,12:00,2019-03-25 12:00,1,12,1,3,84,25,13,30,Cloudy,0.70,15.00,29.90,YES,NO,0,0,1,0,0
