date,time,timestamp,date_of_week,hour,quarter_of_year,month,day_of_year,day_of_month,week_of_year,is_lunch_break,is_class_time,is_weekday,is_Thai_holiday,is_exam_period,academic_calendar,temperature_normalized,weather_condition,humidity_normalized,wind_speed_normalized,pressure_normalized,count_1204,count_0412,count_1211
2019-01-01,7:00,2019-01-01 07:00,3,7,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-3.350045854,Fair,-10.10108621,-8.355451122,-0.389127811,0,0,0
2019-01-01,8:00,2019-01-01 08:00,3,8,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-3.350045854,Fair,-10.10108621,-7.692971013,-0.379190609,0,0,0
2019-01-01,9:00,2019-01-01 09:00,3,9,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-2.797979096,Fair,-10.11433581,-8.024211067,-0.379190609,0,0,0
2019-01-01,10:00,2019-01-01 10:00,3,10,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-2.429934591,Fair,-10.12758541,-8.355451122,-0.379190609,0,0,0
2019-01-01,11:00,2019-01-01 11:00,3,11,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-1.693845581,Fair,-10.15408462,-10.34289145,-0.379190609,0,0,0
2019-01-01,12:00,2019-01-01 12:00,3,12,1,1,1,1,1,YES,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-1.325801076,Fair,-10.15077222,-7.692971013,-0.399065012,0,0,0
2019-01-01,13:00,2019-01-01 13:00,3,13,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-1.141778824,Fair,-10.16402182,-7.361730958,-0.409002214,0,0,0
2019-01-01,14:00,2019-01-01 14:00,3,14,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-1.141778824,Fair,-10.17395902,-6.368010795,-0.418939416,0,0,0
2019-01-01,15:00,2019-01-01 15:00,3,15,1,1,1,1,1,NO,YES,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-0.773734319,Fair,-10.17395902,-7.361730958,-0.428876617,0,0,0
2019-01-01,16:00,2019-01-01 16:00,3,16,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-0.773734319,Fair,-10.17395902,-6.368010795,-0.428876617,0,0,0
2019-01-01,17:00,2019-01-01 17:00,3,17,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-1.141778824,Fair,-10.17395902,-7.030490904,-0.428876617,0,0,0
2019-01-01,18:00,2019-01-01 18:00,3,18,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-1.141778824,Fair,-10.17395902,-8.024211067,-0.418939416,0,0,0
2019-01-01,19:00,2019-01-01 19:00,3,19,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-1.325801076,Fair,-10.15077222,-8.355451122,-0.418939416,0,0,0
2019-01-01,20:00,2019-01-01 20:00,3,20,1,1,1,1,1,NO,NO,WEEKDAY,HOLIDAY,NORMAL,HOLIDAY,-1.693845581,Fair,-10.14083502,-8.355451122,-0.409002214,0,0,0
2019-01-02,7:00,2019-01-02 07:00,4,7,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.982001349,Fair,-10.11433581,-6.368010795,-0.409002214,0,0,1
2019-01-02,8:00,2019-01-02 08:00,4,8,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.982001349,Fair,-10.11433581,-6.368010795,-0.399065012,0,0,0
2019-01-02,9:00,2019-01-02 09:00,4,9,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.797979096,Fair,-10.12758541,-6.368010795,-0.389127811,0,0,0
2019-01-02,10:00,2019-01-02 10:00,4,10,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.061890086,Fair,-10.14083502,-7.692971013,-0.389127811,0,0,0
2019-01-02,11:00,2019-01-02 11:00,4,11,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Fair,-10.15408462,-8.355451122,-0.389127811,0,0,0
2019-01-02,12:00,2019-01-02 12:00,4,12,1,1,2,2,1,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Fair,-10.16402182,-8.355451122,-0.399065012,0,0,0
2019-01-02,13:00,2019-01-02 13:00,4,13,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Fair,-10.17395902,-8.355451122,-0.418939416,0,0,0
2019-01-02,14:00,2019-01-02 14:00,4,14,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Fair,-10.17395902,-6.368010795,-0.428876617,0,0,0
2019-01-02,15:00,2019-01-02 15:00,4,15,1,1,2,2,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Fair,-10.18389622,-7.361730958,-0.438813819,0,0,0
2019-01-02,16:00,2019-01-02 16:00,4,16,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.19383342,-6.368010795,-0.438813819,0,0,0
2019-01-02,17:00,2019-01-02 17:00,4,17,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.19383342,-7.692971013,-0.428876617,0,0,0
2019-01-02,18:00,2019-01-02 18:00,4,18,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Fair,-10.18389622,-8.355451122,-0.418939416,0,0,0
2019-01-02,19:00,2019-01-02 19:00,4,19,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Fair,-10.16402182,-8.024211067,-0.418939416,0,0,0
2019-01-02,20:00,2019-01-02 20:00,4,20,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Fair,-10.15077222,-8.024211067,-0.409002214,0,0,0
2019-01-03,7:00,2019-01-03 07:00,5,7,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.797979096,Partly Cloudy,-10.11433581,-8.024211067,-0.409002214,0,0,2
2019-01-03,8:00,2019-01-03 08:00,5,8,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.429934591,Mostly Cloudy,-10.14083502,-7.361730958,-0.399065012,0,0,0
2019-01-03,9:00,2019-01-03 09:00,5,9,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.429934591,Mostly Cloudy,-10.12758541,-7.030490904,-0.389127811,0,0,0
2019-01-03,10:00,2019-01-03 10:00,5,10,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.061890086,Mostly Cloudy,-10.14083502,-6.03677074,-0.389127811,0,0,0
2019-01-03,11:00,2019-01-03 11:00,5,11,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.15408462,-5.705530686,-0.389127811,0,0,0
2019-01-03,12:00,2019-01-03 12:00,5,12,1,1,3,3,1,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.15408462,-6.03677074,-0.399065012,0,0,0
2019-01-03,13:00,2019-01-03 13:00,5,13,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.15408462,-6.368010795,-0.409002214,0,0,0
2019-01-03,14:00,2019-01-03 14:00,5,14,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.14083502,-6.368010795,-0.418939416,0,0,0
2019-01-03,15:00,2019-01-03 15:00,5,15,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.15077222,-7.361730958,-0.428876617,0,0,0
2019-01-03,16:00,2019-01-03 16:00,5,16,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.15077222,-7.692971013,-0.428876617,0,0,0
2019-01-03,17:00,2019-01-03 17:00,5,17,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.16402182,-7.361730958,-0.428876617,0,0,0
2019-01-03,18:00,2019-01-03 18:00,5,18,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.15408462,-7.692971013,-0.418939416,0,0,0
2019-01-03,19:00,2019-01-03 19:00,5,19,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.16402182,-7.692971013,-0.409002214,0,0,0
2019-01-03,20:00,2019-01-03 20:00,5,20,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.16402182,-7.361730958,-0.409002214,0,0,0
2019-01-04,7:00,2019-01-04 07:00,6,7,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.429934591,Mostly Cloudy,-10.11433581,-8.024211067,-0.428876617,0,0,0
2019-01-04,8:00,2019-01-04 08:00,6,8,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-2.061890086,Mostly Cloudy,-10.12758541,-8.024211067,-0.409002214,0,0,0
2019-01-04,9:00,2019-01-04 09:00,6,9,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.14083502,-7.361730958,-0.399065012,0,0,0
2019-01-04,10:00,2019-01-04 10:00,6,10,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.14083502,-7.361730958,-0.399065012,0,0,0
2019-01-04,11:00,2019-01-04 11:00,6,11,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.14083502,-7.030490904,-0.399065012,0,0,0
2019-01-04,12:00,2019-01-04 12:00,6,12,1,1,4,4,1,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Mostly Cloudy,-10.15077222,-7.030490904,-0.409002214,0,0,0
2019-01-04,13:00,2019-01-04 13:00,6,13,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Mostly Cloudy,-10.13752262,-7.361730958,-0.418939416,0,0,0
2019-01-04,14:00,2019-01-04 14:00,6,14,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Mostly Cloudy,-10.13752262,-6.368010795,-0.428876617,0,0,0
2019-01-04,15:00,2019-01-04 15:00,6,15,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Fair,-10.13752262,-7.030490904,-0.438813819,0,0,0
2019-01-04,16:00,2019-01-04 16:00,6,16,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Fair,-10.12758541,-7.692971013,-0.438813819,0,1,0
2019-01-04,17:00,2019-01-04 17:00,6,17,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Fair,-10.12758541,-7.692971013,-0.438813819,0,0,0
2019-01-04,18:00,2019-01-04 18:00,6,18,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Fair,-10.12758541,-7.030490904,-0.438813819,0,0,0
2019-01-04,19:00,2019-01-04 19:00,6,19,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Fair,-10.14083502,-7.361730958,-0.428876617,0,0,0
2019-01-04,20:00,2019-01-04 20:00,6,20,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Fair,-10.14083502,-7.361730958,-0.418939416,0,0,0
2019-01-05,7:00,2019-01-05 07:00,7,7,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-2.061890086,Mostly Cloudy,-10.09777381,-8.686691176,-0.428876617,0,0,0
2019-01-05,8:00,2019-01-05 08:00,7,8,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.11433581,-8.024211067,-0.428876617,0,0,0
2019-01-05,9:00,2019-01-05 09:00,7,9,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.11433581,-7.361730958,-0.418939416,0,0,0
2019-01-05,10:00,2019-01-05 10:00,7,10,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-2.061890086,Mostly Cloudy,-10.09777381,-7.692971013,-0.409002214,0,0,0
2019-01-05,11:00,2019-01-05 11:00,7,11,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.11433581,-8.355451122,-0.409002214,0,0,0
2019-01-05,12:00,2019-01-05 12:00,7,12,1,1,5,5,1,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.693845581,Mostly Cloudy,-10.09777381,-8.355451122,-0.418939416,0,0,0
2019-01-05,13:00,2019-01-05 13:00,7,13,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.11102341,-8.024211067,-0.428876617,0,0,0
2019-01-05,14:00,2019-01-05 14:00,7,14,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.141778824,Mostly Cloudy,-10.12427301,-7.361730958,-0.438813819,0,0,0
2019-01-05,15:00,2019-01-05 15:00,7,15,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.11102341,-7.361730958,-0.448751021,0,0,0
2019-01-05,16:00,2019-01-05 16:00,7,16,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.11102341,-8.355451122,-0.448751021,0,0,0
2019-01-05,17:00,2019-01-05 17:00,7,17,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.11102341,-8.024211067,-0.438813819,0,0,0
2019-01-05,18:00,2019-01-05 18:00,7,18,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.11102341,-7.692971013,-0.438813819,0,0,0
2019-01-05,19:00,2019-01-05 19:00,7,19,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.09777381,-8.024211067,-0.438813819,0,0,0
2019-01-05,20:00,2019-01-05 20:00,7,20,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.325801076,Mostly Cloudy,-10.09777381,-8.355451122,-0.428876617,0,0,0
2019-01-06,7:00,2019-01-06 07:00,1,7,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-2.429934591,Fog,-10.0315258,-9.349171285,-0.428876617,0,0,0
2019-01-06,8:00,2019-01-06 08:00,1,8,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-2.429934591,Fog,-10.0315258,-9.349171285,-0.418939416,0,0,0
2019-01-06,9:00,2019-01-06 09:00,1,9,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-2.061890086,Fog,-10.0480878,-8.686691176,-0.409002214,0,0,0
2019-01-06,10:00,2019-01-06 10:00,1,10,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.693845581,Fog,-10.0679622,-9.349171285,-0.409002214,0,0,0
2019-01-06,11:00,2019-01-06 11:00,1,11,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.141778824,Mostly Cloudy,-10.08121181,-8.686691176,-0.409002214,0,0,0
2019-01-06,12:00,2019-01-06 12:00,1,12,1,1,6,6,1,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.773734319,Mostly Cloudy,-10.11102341,-10.34289145,-0.418939416,0,0,0
2019-01-06,13:00,2019-01-06 13:00,1,13,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.12427301,-9.349171285,-0.428876617,0,0,0
2019-01-06,14:00,2019-01-06 14:00,1,14,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.13752262,-9.349171285,-0.438813819,0,0,0
2019-01-06,15:00,2019-01-06 15:00,1,15,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.13752262,-10.34289145,-0.448751021,0,0,0
2019-01-06,16:00,2019-01-06 16:00,1,16,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.514421449,Fair,-10.16070942,-10.34289145,-0.448751021,0,0,0
2019-01-06,17:00,2019-01-06 17:00,1,17,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.16070942,-8.355451122,-0.448751021,0,0,0
2019-01-06,18:00,2019-01-06 18:00,1,18,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.15077222,-10.34289145,-0.448751021,0,0,0
2019-01-06,19:00,2019-01-06 19:00,1,19,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.773734319,Fair,-10.09777381,-8.355451122,-0.438813819,0,0,0
2019-01-06,20:00,2019-01-06 20:00,1,20,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.141778824,Fair,-10.08121181,-8.355451122,-0.438813819,0,0,0
2019-01-07,7:00,2019-01-07 07:00,2,7,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-2.061890086,Fair,-10.0480878,-9.349171285,-0.438813819,0,0,1
2019-01-07,8:00,2019-01-07 08:00,2,8,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-2.061890086,Fair,-10.0679622,-8.686691176,-0.428876617,2,0,0
2019-01-07,11:00,2019-01-07 11:00,2,11,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-1.693845581,Fair,-10.0679622,-8.686691176,-0.428876617,1,0,0
2019-01-07,12:00,2019-01-07 12:00,2,12,1,1,7,7,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-1.141778824,Fair,-10.08121181,-8.024211067,-0.418939416,1,2,0
2019-01-07,13:00,2019-01-07 13:00,2,13,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Fair,-10.11102341,-6.368010795,-0.428876617,1,0,0
2019-01-07,9:00,2019-01-07 09:00,2,9,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.037645308,Fair,-10.12427301,-7.030490904,-0.438813819,0,1,0
2019-01-07,10:00,2019-01-07 10:00,2,10,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.037645308,Fair,-10.12427301,-7.692971013,-0.448751021,0,0,0
2019-01-07,14:00,2019-01-07 14:00,2,14,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,0.330399197,Fair,-10.13752262,-7.361730958,-0.458688222,0,1,0
2019-01-07,15:00,2019-01-07 15:00,2,15,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,0.330399197,Fair,-10.13752262,-7.361730958,-0.468625424,0,0,0
2019-01-07,16:00,2019-01-07 16:00,2,16,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,0.330399197,Fair,-10.13752262,-8.024211067,-0.468625424,0,0,0
2019-01-07,17:00,2019-01-07 17:00,2,17,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,0.330399197,Fair,-10.14745982,-7.692971013,-0.468625424,0,0,0
2019-01-07,18:00,2019-01-07 18:00,2,18,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.037645308,Fair,-10.13752262,-8.686691176,-0.458688222,0,0,0
2019-01-07,19:00,2019-01-07 19:00,2,19,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Fair,-10.11102341,-9.68041134,-0.448751021,0,0,0
2019-01-07,20:00,2019-01-07 20:00,2,20,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Fair,-10.12427301,-10.34289145,-0.448751021,0,0,0
2019-01-08,7:00,2019-01-08 07:00,3,7,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-2.061890086,Fair,-10.0480878,-9.349171285,-0.438813819,0,0,1
2019-01-08,9:00,2019-01-08 09:00,3,9,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-2.061890086,Fair,-10.0679622,-8.686691176,-0.428876617,2,0,0
2019-01-08,8:00,2019-01-08 08:00,3,8,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-1.693845581,Fair,-10.0679622,-8.686691176,-0.428876617,1,0,0
2019-01-08,15:00,2019-01-08 15:00,3,15,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-1.141778824,Fair,-10.08121181,-8.024211067,-0.418939416,1,0,0
2019-01-08,10:00,2019-01-08 10:00,3,10,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Fair,-10.11102341,-6.368010795,-0.428876617,0,0,0
2019-01-08,11:00,2019-01-08 11:00,3,11,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.037645308,Fair,-10.12427301,-7.030490904,-0.438813819,0,0,0
2019-01-08,12:00,2019-01-08 12:00,3,12,1,1,8,8,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.037645308,Fair,-10.12427301,-7.692971013,-0.448751021,0,0,0
2019-01-08,13:00,2019-01-08 13:00,3,13,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,0.330399197,Fair,-10.13752262,-7.361730958,-0.458688222,0,1,0
2019-01-08,14:00,2019-01-08 14:00,3,14,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,0.330399197,Fair,-10.13752262,-7.361730958,-0.468625424,0,2,0
2019-01-08,16:00,2019-01-08 16:00,3,16,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,0.330399197,Fair,-10.13752262,-8.024211067,-0.468625424,0,0,0
2019-01-08,17:00,2019-01-08 17:00,3,17,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,0.330399197,Fair,-10.14745982,-7.692971013,-0.468625424,0,0,0
2019-01-08,18:00,2019-01-08 18:00,3,18,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.037645308,Fair,-10.13752262,-8.686691176,-0.458688222,0,0,0
2019-01-08,19:00,2019-01-08 19:00,3,19,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Fair,-10.11102341,-9.68041134,-0.448751021,0,0,0
2019-01-08,20:00,2019-01-08 20:00,3,20,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Fair,-10.12427301,-10.34289145,-0.448751021,0,0,0
2019-01-09,7:00,2019-01-09 07:00,4,7,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-2.429934591,Fair,-10.01165139,-9.349171285,-0.428876617,0,0,1
2019-01-09,8:00,2019-01-09 08:00,4,8,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-2.061890086,Fog,-10.01165139,-9.349171285,-0.428876617,0,0,0
2019-01-09,9:00,2019-01-09 09:00,4,9,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-1.693845581,Partly Cloudy,-10.0315258,-9.349171285,-0.418939416,0,0,0
2019-01-09,10:00,2019-01-09 10:00,4,10,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-1.325801076,Fair,-10.0315258,-9.68041134,-0.418939416,0,0,0
2019-01-09,11:00,2019-01-09 11:00,4,11,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.773734319,Fair,-10.08121181,-10.34289145,-0.418939416,0,0,0
2019-01-09,12:00,2019-01-09 12:00,4,12,1,1,9,9,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Partly Cloudy,-10.11102341,-8.686691176,-0.428876617,0,0,0
2019-01-09,13:00,2019-01-09 13:00,4,13,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Partly Cloudy,-10.11102341,-8.355451122,-0.438813819,0,0,0
2019-01-09,14:00,2019-01-09 14:00,4,14,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.037645308,Partly Cloudy,-10.12427301,-8.355451122,-0.458688222,0,0,0
2019-01-09,15:00,2019-01-09 15:00,4,15,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,-0.405689813,Showers in the Vicinity,-10.11102341,-9.349171285,-0.458688222,0,0,0
2019-01-09,16:00,2019-01-09 16:00,4,16,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-1.325801076,Light Rain,-10.0480878,-7.692971013,-0.458688222,0,0,0
2019-01-09,17:00,2019-01-09 17:00,4,17,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.773734319,Mostly Cloudy,-10.08121181,-8.686691176,-0.448751021,0,1,0
2019-01-09,18:00,2019-01-09 18:00,4,18,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-0.773734319,Mostly Cloudy,-10.09777381,-8.686691176,-0.448751021,0,0,0
2019-01-09,19:00,2019-01-09 19:00,4,19,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-1.141778824,Mostly Cloudy,-10.08121181,-8.355451122,-0.448751021,0,0,0
2019-01-09,20:00,2019-01-09 20:00,4,20,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-1.141778824,Fair,-10.0646498,-8.355451122,-0.438813819,0,0,0
2019-01-10,7:00,2019-01-10 07:00,5,7,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,-2.061890086,Fair,-10.0315258,-10.34289145,-0.438813819,0,0,1
