date,time,timestamp,date_of_week,hour,quarter_of_year,month,day_of_year,day_of_month,week_of_year,is_lunch_break,is_class_time,is_weekday,is_Thai_holiday,is_exam_period,academic_calendar,temperature_normalized,weather_condition,humidity_normalized,wind_speed_normalized,pressure_normalized,count_1204,count_0412,count_1211
2019-05-26,8:00,2019-05-26 08:00,1,8,2,5,146,26,21,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.12427301,-7.361730958,-0.495124628,0,0,0
2019-05-26,9:00,2019-05-26 09:00,1,9,2,5,146,26,21,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.13752262,-7.030490904,-0.485187427,0,0,0
2019-05-26,10:00,2019-05-26 10:00,1,10,2,5,146,26,21,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.13752262,-6.03677074,-0.485187427,0,0,0
2019-05-26,11:00,2019-05-26 11:00,1,11,2,5,146,26,21,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.514421449,Fair,-10.14745982,-6.368010795,-0.485187427,0,0,0
2019-05-26,12:00,2019-05-26 12:00,1,12,2,5,146,26,21,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Fair,-10.16733422,-7.361730958,-0.495124628,0,0,0
2019-05-26,13:00,2019-05-26 13:00,1,13,2,5,146,26,21,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Fair,-10.16733422,-6.368010795,-0.50506183,0,0,0
2019-05-26,14:00,2019-05-26 14:00,1,14,2,5,146,26,21,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.16733422,-6.368010795,-0.524936233,0,0,0
2019-05-26,15:00,2019-05-26 15:00,1,15,2,5,146,26,21,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.16733422,-6.368010795,-0.524936233,0,0,0
2019-05-26,16:00,2019-05-26 16:00,1,16,2,5,146,26,21,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.16733422,-5.374290631,-0.534873435,0,0,0
2019-05-26,17:00,2019-05-26 17:00,1,17,2,5,146,26,21,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.15739702,-6.03677074,-0.534873435,0,0,0
2019-05-26,18:00,2019-05-26 18:00,1,18,2,5,146,26,21,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.514421449,Showers in the Vicinity,-10.13421021,-0.736929868,-0.514999031,0,0,0
2019-05-26,19:00,2019-05-26 19:00,1,19,2,5,146,26,21,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.141778824,Light Rain with Thunder,-10.0480878,-5.705530686,-0.514999031,0,0,0
2019-05-26,20:00,2019-05-26 20:00,1,20,2,5,146,26,21,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.773734319,Partly Cloudy,-10.08121181,-8.355451122,-0.50506183,0,0,0
2019-05-27,7:00,2019-05-27 07:00,2,7,2,5,147,27,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Fair,-10.09777381,-7.361730958,-0.495124628,1,0,1
2019-05-27,8:00,2019-05-27 08:00,2,8,2,5,147,27,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.12427301,-7.030490904,-0.495124628,1,0,0
2019-05-27,9:00,2019-05-27 09:00,2,9,2,5,147,27,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.12427301,-7.030490904,-0.485187427,0,0,0
2019-05-27,10:00,2019-05-27 10:00,2,10,2,5,147,27,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Fair,-10.14745982,-6.368010795,-0.495124628,0,0,0
2019-05-27,11:00,2019-05-27 11:00,2,11,2,5,147,27,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Fair,-10.14745982,-7.361730958,-0.495124628,0,0,0
2019-05-27,12:00,2019-05-27 12:00,2,12,2,5,147,27,22,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Fair,-10.15739702,-8.024211067,-0.50506183,0,0,0
2019-05-27,13:00,2019-05-27 13:00,2,13,2,5,147,27,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Partly Cloudy,-10.13421021,-6.368010795,-0.50506183,0,0,0
2019-05-27,14:00,2019-05-27 14:00,2,14,2,5,147,27,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.14745982,-8.024211067,-0.514999031,0,0,0
2019-05-27,15:00,2019-05-27 15:00,2,15,2,5,147,27,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.15739702,-8.355451122,-0.534873435,0,0,0
2019-05-27,16:00,2019-05-27 16:00,2,16,2,5,147,27,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.15739702,-8.024211067,-0.544810636,0,0,0
2019-05-27,17:00,2019-05-27 17:00,2,17,2,5,147,27,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.15739702,-8.355451122,-0.534873435,0,0,0
2019-05-27,18:00,2019-05-27 18:00,2,18,2,5,147,27,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Partly Cloudy,-10.14745982,-7.361730958,-0.534873435,0,0,0
2019-05-27,19:00,2019-05-27 19:00,2,19,2,5,147,27,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.330399197,Thunder in the Vicinity,-10.12427301,-7.030490904,-0.524936233,0,0,0
2019-05-27,20:00,2019-05-27 20:00,2,20,2,5,147,27,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Thunder,-10.0646498,-5.374290631,-0.50506183,0,0,0
2019-05-28,7:00,2019-05-28 07:00,3,7,2,5,148,28,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Fair,-10.0480878,-9.349171285,-0.50506183,0,0,1
2019-05-28,8:00,2019-05-28 08:00,3,8,2,5,148,28,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.08121181,-8.686691176,-0.495124628,0,0,0
2019-05-28,9:00,2019-05-28 09:00,3,9,2,5,148,28,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.11102341,-8.024211067,-0.495124628,0,0,0
2019-05-28,10:00,2019-05-28 10:00,3,10,2,5,148,28,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.11102341,-8.686691176,-0.495124628,0,0,0
2019-05-28,11:00,2019-05-28 11:00,3,11,2,5,148,28,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.330399197,Partly Cloudy,-10.12427301,-7.692971013,-0.495124628,0,0,0
2019-05-28,12:00,2019-05-28 12:00,3,12,2,5,148,28,22,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.15739702,-8.355451122,-0.50506183,0,0,0
2019-05-28,13:00,2019-05-28 13:00,3,13,2,5,148,28,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.14745982,-8.024211067,-0.514999031,0,0,0
2019-05-28,14:00,2019-05-28 14:00,3,14,2,5,148,28,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.14745982,-7.361730958,-0.524936233,0,1,0
2019-05-28,15:00,2019-05-28 15:00,3,15,2,5,148,28,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.15739702,-7.361730958,-0.534873435,0,0,0
2019-05-28,16:00,2019-05-28 16:00,3,16,2,5,148,28,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Partly Cloudy,-10.13421021,-6.03677074,-0.534873435,0,0,0
2019-05-28,17:00,2019-05-28 17:00,3,17,2,5,148,28,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.330399197,Partly Cloudy,-10.12427301,-7.030490904,-0.534873435,0,0,0
2019-05-28,18:00,2019-05-28 18:00,3,18,2,5,148,28,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.11102341,-7.692971013,-0.524936233,0,0,0
2019-05-28,19:00,2019-05-28 19:00,3,19,2,5,148,28,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.11102341,-7.361730958,-0.514999031,0,0,0
2019-05-28,20:00,2019-05-28 20:00,3,20,2,5,148,28,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Partly Cloudy,-10.09446141,-7.030490904,-0.50506183,0,0,0
2019-05-29,7:00,2019-05-29 07:00,4,7,2,5,149,29,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Fair,-10.0315258,-9.349171285,-0.495124628,0,0,1
2019-05-29,8:00,2019-05-29 08:00,4,8,2,5,149,29,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Fair,-10.0480878,-8.686691176,-0.495124628,0,0,0
2019-05-29,9:00,2019-05-29 09:00,4,9,2,5,149,29,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Fair,-10.08121181,-8.024211067,-0.485187427,0,0,0
2019-05-29,10:00,2019-05-29 10:00,4,10,2,5,149,29,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Partly Cloudy,-10.09446141,-8.355451122,-0.485187427,1,0,0
2019-05-29,11:00,2019-05-29 11:00,4,11,2,5,149,29,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Mostly Cloudy,-10.12427301,-8.686691176,-0.495124628,0,0,0
2019-05-29,12:00,2019-05-29 12:00,4,12,2,5,149,29,22,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Mostly Cloudy,-10.14745982,-8.024211067,-0.495124628,0,0,0
2019-05-29,13:00,2019-05-29 13:00,4,13,2,5,149,29,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Mostly Cloudy,-10.14745982,-7.692971013,-0.50506183,0,0,0
2019-05-29,14:00,2019-05-29 14:00,4,14,2,5,149,29,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.15739702,-7.030490904,-0.514999031,0,0,0
2019-05-29,15:00,2019-05-29 15:00,4,15,2,5,149,29,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.15739702,-6.368010795,-0.524936233,0,0,0
2019-05-29,16:00,2019-05-29 16:00,4,16,2,5,149,29,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Fair,-10.14745982,-6.03677074,-0.524936233,0,0,0
2019-05-29,17:00,2019-05-29 17:00,4,17,2,5,149,29,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Fair,-10.13421021,-6.368010795,-0.524936233,0,0,0
2019-05-29,18:00,2019-05-29 18:00,4,18,2,5,149,29,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.12427301,-6.368010795,-0.524936233,0,1,0
2019-05-29,19:00,2019-05-29 19:00,4,19,2,5,149,29,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.11102341,-6.368010795,-0.514999031,0,0,0
2019-05-29,20:00,2019-05-29 20:00,4,20,2,5,149,29,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.09446141,-6.368010795,-0.50506183,0,0,0
2019-05-30,7:00,2019-05-30 07:00,5,7,2,5,150,30,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.693845581,Partly Cloudy,-10.0315258,-8.355451122,-0.485187427,0,0,1
2019-05-30,8:00,2019-05-30 08:00,5,8,2,5,150,30,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.325801076,Partly Cloudy,-10.0315258,-8.686691176,-0.475250225,0,0,0
2019-05-30,9:00,2019-05-30 09:00,5,9,2,5,150,30,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Partly Cloudy,-10.0480878,-8.024211067,-0.475250225,0,0,0
2019-05-30,10:00,2019-05-30 10:00,5,10,2,5,150,30,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.405689813,Partly Cloudy,-10.0646498,-7.692971013,-0.475250225,0,0,0
2019-05-30,11:00,2019-05-30 11:00,5,11,2,5,150,30,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Partly Cloudy,-10.08121181,-6.368010795,-0.475250225,0,0,0
2019-05-30,12:00,2019-05-30 12:00,5,12,2,5,150,30,22,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Light Rain,-10.0480878,-6.368010795,-0.475250225,0,0,0
2019-05-30,13:00,2019-05-30 13:00,5,13,2,5,150,30,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Light Rain,-10.0480878,-7.692971013,-0.485187427,0,0,0
2019-05-30,14:00,2019-05-30 14:00,5,14,2,5,150,30,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Partly Cloudy,-10.0646498,-7.361730958,-0.495124628,1,0,0
2019-05-30,15:00,2019-05-30 15:00,5,15,2,5,150,30,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Partly Cloudy,-10.0646498,-7.030490904,-0.50506183,0,0,0
2019-05-30,16:00,2019-05-30 16:00,5,16,2,5,150,30,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.09446141,-7.030490904,-0.514999031,0,0,0
2019-05-30,17:00,2019-05-30 17:00,5,17,2,5,150,30,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.09446141,-7.361730958,-0.524936233,0,0,0
2019-05-30,18:00,2019-05-30 18:00,5,18,2,5,150,30,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.08121181,-7.361730958,-0.514999031,0,0,0
2019-05-30,19:00,2019-05-30 19:00,5,19,2,5,150,30,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.08121181,-7.692971013,-0.50506183,0,0,0
2019-05-30,20:00,2019-05-30 20:00,5,20,2,5,150,30,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Partly Cloudy,-10.0646498,-8.024211067,-0.495124628,0,0,0
2019-05-31,7:00,2019-05-31 07:00,6,7,2,5,151,31,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-1.141778824,Fair,-10.0480878,-8.686691176,-0.475250225,1,0,2
2019-05-31,8:00,2019-05-31 08:00,6,8,2,5,151,31,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.773734319,Fair,-10.0646498,-8.024211067,-0.475250225,0,0,0
2019-05-31,9:00,2019-05-31 09:00,6,9,2,5,151,31,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.08121181,-8.355451122,-0.475250225,0,0,0
2019-05-31,10:00,2019-05-31 10:00,6,10,2,5,151,31,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.11102341,-9.349171285,-0.475250225,0,0,0
2019-05-31,11:00,2019-05-31 11:00,6,11,2,5,151,31,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.330399197,Partly Cloudy,-10.11102341,-8.686691176,-0.475250225,0,0,0
2019-05-31,12:00,2019-05-31 12:00,6,12,2,5,151,31,22,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Partly Cloudy,-10.13421021,-9.349171285,-0.485187427,0,0,0
2019-05-31,13:00,2019-05-31 13:00,6,13,2,5,151,31,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.15739702,-6.368010795,-0.495124628,0,0,0
2019-05-31,14:00,2019-05-31 14:00,6,14,2,5,151,31,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.15739702,-7.361730958,-0.50506183,0,0,0
2019-05-31,15:00,2019-05-31 15:00,6,15,2,5,151,31,22,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Fair,-10.17064662,-7.361730958,-0.514999031,0,0,0
2019-05-31,16:00,2019-05-31 16:00,6,16,2,5,151,31,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Fair,-10.17064662,-7.030490904,-0.524936233,0,0,0
2019-05-31,17:00,2019-05-31 17:00,6,17,2,5,151,31,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.882465954,Fair,-10.17064662,-6.368010795,-0.524936233,0,0,0
2019-05-31,18:00,2019-05-31 18:00,6,18,2,5,151,31,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.514421449,Fair,-10.16070942,-7.361730958,-0.514999031,0,0,0
2019-05-31,19:00,2019-05-31 19:00,6,19,2,5,151,31,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.12427301,-7.692971013,-0.50506183,0,0,0
2019-05-31,20:00,2019-05-31 20:00,6,20,2,5,151,31,22,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.08121181,-7.361730958,-0.495124628,0,0,0
2019-06-01,7:00,2019-06-01 07:00,7,7,2,6,152,1,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.141778824,Fair,-10.0646498,-10.34289145,-0.485187427,0,0,0
2019-06-01,8:00,2019-06-01 08:00,7,8,2,6,152,1,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.405689813,Fair,-10.09777381,-8.686691176,-0.475250225,0,0,0
2019-06-01,9:00,2019-06-01 09:00,7,9,2,6,152,1,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.12427301,-8.686691176,-0.475250225,0,0,0
2019-06-01,10:00,2019-06-01 10:00,7,10,2,6,152,1,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.13752262,-8.024211067,-0.468625424,0,0,0
2019-06-01,11:00,2019-06-01 11:00,7,11,2,6,152,1,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.514421449,Partly Cloudy,-10.13421021,-8.355451122,-0.475250225,0,0,0
2019-06-01,12:00,2019-06-01 12:00,7,12,2,6,152,1,22,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.15739702,-8.686691176,-0.485187427,0,0,0
2019-06-01,13:00,2019-06-01 13:00,7,13,2,6,152,1,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.16733422,-8.024211067,-0.495124628,0,0,0
2019-06-01,14:00,2019-06-01 14:00,7,14,2,6,152,1,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.16733422,-7.692971013,-0.50506183,0,0,0
2019-06-01,15:00,2019-06-01 15:00,7,15,2,6,152,1,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.16733422,-7.361730958,-0.514999031,0,0,0
2019-06-01,16:00,2019-06-01 16:00,7,16,2,6,152,1,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.618554964,Fair,-10.17727142,-7.692971013,-0.524936233,0,0,0
2019-06-01,17:00,2019-06-01 17:00,7,17,2,6,152,1,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Fair,-10.18058382,-7.030490904,-0.524936233,0,0,0
2019-06-01,18:00,2019-06-01 18:00,7,18,2,6,152,1,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.514421449,Fair,-10.16070942,-6.368010795,-0.514999031,0,0,0
2019-06-01,19:00,2019-06-01 19:00,7,19,2,6,152,1,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.13752262,-7.692971013,-0.50506183,0,0,0
2019-06-01,20:00,2019-06-01 20:00,7,20,2,6,152,1,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.11102341,-7.692971013,-0.495124628,0,0,0
2019-06-02,7:00,2019-06-02 07:00,1,7,2,6,153,2,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-1.141778824,Light Rain,-10.0480878,-10.34289145,-0.485187427,0,0,0
2019-06-02,8:00,2019-06-02 08:00,1,8,2,6,153,2,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.773734319,Partly Cloudy,-10.0480878,-9.349171285,-0.475250225,0,0,0
2019-06-02,9:00,2019-06-02 09:00,1,9,2,6,153,2,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.09446141,-9.68041134,-0.475250225,0,0,0
2019-06-02,10:00,2019-06-02 10:00,1,10,2,6,153,2,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.11102341,-9.68041134,-0.475250225,0,0,0
2019-06-02,11:00,2019-06-02 11:00,1,11,2,6,153,2,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.514421449,Partly Cloudy,-10.13421021,-8.686691176,-0.485187427,0,0,0
2019-06-02,12:00,2019-06-02 12:00,1,12,2,6,153,2,22,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.882465954,Partly Cloudy,-10.14745982,-9.349171285,-0.485187427,0,0,0
2019-06-02,13:00,2019-06-02 13:00,1,13,2,6,153,2,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.16733422,-9.349171285,-0.495124628,0,0,0
2019-06-02,14:00,2019-06-02 14:00,1,14,2,6,153,2,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.618554964,Partly Cloudy,-10.17727142,-8.024211067,-0.50506183,0,0,0
2019-06-02,15:00,2019-06-02 15:00,1,15,2,6,153,2,22,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.618554964,Partly Cloudy,-10.16733422,-7.361730958,-0.514999031,0,0,0
2019-06-02,16:00,2019-06-02 16:00,1,16,2,6,153,2,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Partly Cloudy,-10.16733422,-7.361730958,-0.524936233,0,0,0
2019-06-02,17:00,2019-06-02 17:00,1,17,2,6,153,2,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,1.250510459,Fair,-10.16733422,-7.030490904,-0.524936233,0,0,0
2019-06-02,18:00,2019-06-02 18:00,1,18,2,6,153,2,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.882465954,Fair,-10.17064662,-7.692971013,-0.514999031,0,0,0
2019-06-02,19:00,2019-06-02 19:00,1,19,2,6,153,2,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,0.330399197,Fair,-10.14745982,-7.030490904,-0.50506183,0,0,0
2019-06-02,20:00,2019-06-02 20:00,1,20,2,6,153,2,22,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,-0.037645308,Fair,-10.11102341,-7.361730958,-0.485187427,0,0,0
2019-06-03,7:00,2019-06-03 07:00,2,7,2,6,154,3,23,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,-1.141778824,Fair,-10.0646498,-10.34289145,-0.485187427,0,0,0
2019-06-03,8:00,2019-06-03 08:00,2,8,2,6,154,3,23,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,-0.405689813,Fair,-10.09777381,-9.349171285,-0.475250225,0,0,0
2019-06-03,9:00,2019-06-03 09:00,2,9,2,6,154,3,23,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,-0.037645308,Fair,-10.11102341,-10.34289145,-0.475250225,0,0,0
2019-06-03,10:00,2019-06-03 10:00,2,10,2,6,154,3,23,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,0.330399197,Fair,-10.12427301,-10.34289145,-0.475250225,0,0,0
2019-06-03,11:00,2019-06-03 11:00,2,11,2,6,154,3,23,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,0.514421449,Fair,-10.12427301,-10.34289145,-0.475250225,0,0,0
2019-06-03,12:00,2019-06-03 12:00,2,12,2,6,154,3,23,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,0.882465954,Partly Cloudy,-10.13421021,-10.34289145,-0.485187427,0,0,0
2019-06-03,13:00,2019-06-03 13:00,2,13,2,6,154,3,23,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,0.882465954,Partly Cloudy,-10.15739702,-8.355451122,-0.495124628,0,0,0
2019-06-03,14:00,2019-06-03 14:00,2,14,2,6,154,3,23,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,0.882465954,Partly Cloudy,-10.13421021,-7.692971013,-0.495124628,0,0,0
2019-06-03,15:00,2019-06-03 15:00,2,15,2,6,154,3,23,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,0.882465954,Fair,-10.13421021,-8.686691176,-0.514999031,0,0,0
2019-06-03,16:00,2019-06-03 16:00,2,16,2,6,154,3,23,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,1.250510459,Fair,-10.15739702,-8.355451122,-0.524936233,0,0,0
2019-06-03,17:00,2019-06-03 17:00,2,17,2,6,154,3,23,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,1.250510459,Showers in the Vicinity,-10.15739702,-8.355451122,-0.524936233,0,0,0
2019-06-03,18:00,2019-06-03 18:00,2,18,2,6,154,3,23,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,0.882465954,Partly Cloudy,-10.14745982,-7.361730958,-0.514999031,0,0,0
2019-06-03,19:00,2019-06-03 19:00,2,19,2,6,154,3,23,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,-0.405689813,Partly Cloudy,-10.11102341,-7.030490904,-0.50506183,0,0,0
2019-06-03,20:00,2019-06-03 20:00,2,20,2,6,154,3,23,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,-0.405689813,Fair,-10.11102341,-8.686691176,-0.495124628,0,0,0
2019-06-04,7:00,2019-06-04 07:00,3,7,2,6,155,4,23,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/SUMMER,-1.141778824,Fair,-10.0315258,-8.355451122,-0.485187427,0,0,1
